,CID
0,9772
1,9773
2,9774
3,9775
4,10857
5,10858
6,10859
7,10860
8,12146
9,12393
10,12445
11,12565
12,12566
13,12588
14,17923
15,17924
16,17925
17,17926
18,17927
19,18422
20,18423
21,19672
22,19673
23,19674
24,19722
25,19723
26,19724
27,23294
28,23295
29,23688
30,23690
31,23691
32,24455
33,24457
34,26045
35,26167
36,26246
37,26247
38,26248
39,26519
40,30374
41,31805
42,31993
43,31994
44,32127
45,33386
46,33451
47,33452
48,38021
49,39278
50,39279
51,39280
52,39535
53,39536
54,39919
55,39920
56,39921
57,39922
58,39923
59,39924
60,39925
61,40083
62,40085
63,40684
64,40685
65,40686
66,40976
67,41018
68,41041
69,45342
70,45343
71,45344
72,45345
73,45346
74,45347
75,45349
76,46758
77,46759
78,46778
79,46779
80,46780
81,46957
82,46958
83,46959
84,47012
85,47013
86,47014
87,47015
88,47016
89,47017
90,47018
91,47019
92,47020
93,47021
94,48263
95,48264
96,48265
97,48266
98,48267
99,48268
100,48269
101,48270
102,48371
103,48425
104,48512
105,48513
106,48516
107,48770
108,48802
109,52652
110,52653
111,52654
112,52655
113,52656
114,52658
115,53736
116,53737
117,53906
118,53907
119,53908
120,54466
121,55366
122,55367
123,55368
124,55369
125,55370
126,55371
127,55422
128,55434
129,55622
130,55623
131,55654
132,55670
133,59184
134,59249
135,60103
136,60104
137,60143
138,60144
139,60145
140,60146
141,60148
142,60160
143,60249
144,60250
145,60251
146,60252
147,60254
148,60255
149,60256
150,60391
151,60392
152,60393
153,60856
154,61646
155,61660
156,61928
157,62012
