,BID
0,12357
1,12426
2,12458
3,12486
4,12884
5,12918
6,12922
7,12926
8,12928
9,12933
10,12942
11,12943
12,13002
13,13004
14,13058
15,13082
16,13085
17,13094
18,13098
19,13100
20,13105
21,13228
22,13254
23,13258
24,13291
25,13294
26,13297
27,13306
28,13336
29,13340
30,13358
31,13373
32,13390
33,13401
34,13402
35,13405
36,13414
37,13419
38,13448
39,13451
40,13473
41,13476
42,13477
43,13489
44,13511
45,13562
46,13577
47,13601
48,13638
49,13640
50,13642
51,13644
52,13645
53,13650
54,13652
55,13655
56,13656
57,13658
58,13697
59,13712
60,13718
61,13749
62,13751
63,13793
64,13814
65,13815
66,13816
67,13848
68,13853
69,13879
70,13881
71,13883
72,13891
73,13927
74,13928
75,13935
76,13990
77,13995
78,14005
79,14037
80,14054
81,14058
82,14059
83,14062
84,14063
85,14065
86,14067
87,14114
88,14125
89,14141
90,14142
91,14171
92,14210
93,14211
94,14228
95,14231
96,14249
97,14250
98,14286
99,14288
100,14292
101,14308
102,14336
103,14338
104,14341
105,14342
106,14343
107,14364
108,14410
109,14414
110,14415
111,14459
112,14559
113,14561
114,14608
115,14610
116,14614
117,14616
118,14622
119,14623
120,14625
121,14645
122,14646
123,14649
124,14652
125,14655
126,14674
127,14675
128,14676
129,14677
130,14682
131,14688
132,14691
133,14696
134,14697
135,14699
136,14700
137,14701
138,14708
139,14712
140,14721
141,14723
142,14726
143,14742
144,14747
145,14762
146,14766
147,14768
148,14777
149,14788
150,14789
151,14791
152,14793
153,14797
154,14800
155,14802
156,14835
157,14841
158,14842
159,14856
160,14863
161,14867
162,14896
163,14902
164,14905
165,14919
166,14925
167,14938
168,14946
169,14958
170,14961
171,14964
172,14965
173,14974
174,14982
175,14992
176,15003
177,15008
178,15031
179,15035
180,15065
181,15074
182,15081
183,15083
184,15084
185,15086
186,15088
187,15089
188,15111
189,15125
190,15142
191,15156
192,15168
193,15180
