,BID
0,31744
1,31774
2,31802
3,31822
4,31834
5,31842
6,31856
7,31866
8,31893
9,31900
10,31927
11,31962
12,31979
13,31982
14,31992
15,32064
16,32074
17,32101
18,32124
19,32150
20,32195
21,32219
22,32260
23,32264
24,32288
25,32330
26,32341
27,32357
28,32378
29,32393
30,32415
31,32418
32,32421
33,32431
34,32445
35,32468
36,32481
37,32504
38,32522
39,32525
40,32526
41,32556
42,32574
43,32610
44,32617
45,32625
46,32643
47,32657
48,32696
49,32720
50,32727
51,32737
52,32750
53,32752
54,32755
55,32760
56,32764
57,32767
58,32781
59,32787
60,32808
61,32851
62,32905
63,32949
64,33035
65,33102
