,customer,weight,round,length
0,"[219, 172, 87, 206, 163, 89, 90, 109, 197, 196]","[1, 1, 5, 1, 2, 1, 1, 1, 1, 1]",0,5105.749719193001
1,"[23, 181, 63, 10, 57, 37, 253, 152, 242, 243, 93, 94]","[1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2]",0,6308.479526313
2,"[53, 19, 20, 148, 29, 190, 30, 204, 110, 111, 70, 210]","[1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2]",0,4817.053577567501
3,"[58, 25, 217, 233, 158, 129, 216, 88, 126, 18, 8]","[1, 2, 1, 1, 1, 2, 2, 2, 1, 1, 1]",0,5595.6639133749995
4,"[44, 159, 218, 122, 24, 138, 184, 215]","[1, 1, 2, 1, 2, 2, 2, 4]",0,6477.846848801
5,[],[],1,0.0
6,[],[],1,0.0
7,[],[],1,0.0
8,"[202, 115]","[1, 1]",1,4631.65015116
9,[],[],1,0.0
