,CID
0,2616
1,2617
2,2618
3,2619
4,2620
5,2621
6,7517
7,10168
8,10170
9,10171
10,10172
11,10173
12,10174
13,10175
14,10178
15,10184
16,10194
17,10195
18,17092
19,17093
20,17094
21,17096
22,23046
23,23867
24,23868
25,23869
26,23870
27,23871
28,23872
29,23875
30,23876
31,23880
32,23881
33,23882
34,23883
35,23884
36,25861
37,30873
38,30874
39,30875
40,30876
41,30878
42,30879
43,30880
44,30881
45,33677
46,37639
47,37640
48,37641
49,37642
50,37643
51,37644
52,37645
53,37646
54,38478
55,38497
56,38498
57,38499
58,38500
59,38501
60,38502
61,38503
62,38504
63,38505
64,38506
65,38507
66,38508
67,38543
68,38544
69,38545
70,38691
71,38692
72,38694
73,38695
74,45870
75,45873
76,46003
77,46004
78,46017
79,46018
80,46019
81,52363
82,52364
83,53245
84,53246
85,53247
86,53248
87,53249
88,53250
89,53251
90,53252
91,53253
92,53263
93,53266
94,53267
95,53268
96,53270
97,53271
98,53272
99,53273
100,53274
101,53276
102,53277
103,53278
104,53279
105,53280
106,53281
107,53282
108,53283
109,59580
110,59581
111,59695
112,59697
113,59698
114,60744
115,61249
116,61839
