,BID
0,32147
1,32167
2,32370
3,32410
4,32440
5,32444
6,32505
7,32524
8,32558
9,32598
10,32600
11,32636
12,32651
13,32653
14,32667
15,32670
16,32717
17,32769
18,32775
19,32788
20,32794
21,32817
22,32831
23,32836
24,32838
25,32845
26,32864
27,32869
28,32877
29,32893
30,32901
31,32937
32,32952
33,32962
34,32988
35,32990
36,33019
37,33023
38,33076
39,33084
40,33087
41,33124
42,33130
43,33158
44,33185
45,33206
46,33240
47,33247
48,33305
49,33317
50,33350
51,33360
52,33370
53,33371
54,33380
55,33395
56,33401
57,33418
58,33454
59,33461
60,33471
61,33506
62,33508
63,33560
64,33571
65,33577
66,33596
67,33604
68,33608
69,33622
70,33625
71,33645
72,33661
73,33669
74,33675
75,33679
76,33686
77,33692
78,33707
79,33714
80,33745
81,33766
82,33802
83,33819
84,33828
85,33858
86,33871
87,33889
88,33902
89,33916
90,33920
91,33938
92,33969
93,34021
94,34026
95,34049
96,34053
97,34055
98,34107
99,34121
100,34157
101,34161
102,34171
103,34221
104,34222
105,34379
106,34411
107,34458
108,34537
109,34721
110,34816
