,CID
0,7495
1,7524
2,10099
3,10148
4,17081
5,17082
6,17083
7,17084
8,17085
9,17086
10,17087
11,17088
12,17089
13,18207
14,18580
15,23848
16,30858
17,30870
18,30871
19,30872
20,33678
21,33679
22,38479
23,38480
24,38481
25,38482
26,38483
27,38484
28,38485
29,38487
30,38492
31,38493
32,38494
33,38495
34,38509
35,38510
36,38511
37,38512
38,38514
39,38515
40,38516
41,39708
42,39709
43,40951
44,46000
45,47315
46,47316
47,47699
48,48666
49,53202
50,53203
51,53204
52,53205
53,53206
54,53207
55,53209
56,53210
57,53214
58,53224
59,53228
60,53229
61,53232
62,53233
63,53234
64,53235
65,53236
66,53258
67,55108
68,61840
