,BID
0,38073
1,38081
2,38133
3,38137
4,38141
5,38166
6,38173
7,38190
8,38211
9,38216
10,38229
11,38236
12,38253
13,38255
14,38256
15,38264
16,38290
17,38296
18,38315
19,38328
20,38338
21,38366
22,38372
23,38375
24,38397
25,38406
26,38416
27,38420
28,38428
29,38444
30,38449
31,38458
32,38464
33,38482
34,38489
35,38492
36,38495
37,38502
38,38510
39,38512
40,38517
41,38520
42,38523
43,38526
44,38543
45,38547
46,38548
47,38552
48,38573
49,38576
50,38577
51,38582
52,38592
53,38598
54,38604
55,38610
56,38616
57,38627
58,38635
59,38636
60,38641
61,38673
62,38681
63,38709
64,38714
65,38723
66,38725
67,38729
68,38739
69,38743
70,38750
71,38752
72,38753
73,38760
74,38772
75,38774
76,38781
77,38789
78,38794
79,38798
80,38802
81,38803
82,38805
83,38806
84,38812
85,38814
86,38824
87,38847
88,38859
89,38884
90,38885
91,38887
92,38891
93,38900
94,38916
95,38951
96,38955
97,38964
98,38968
99,38973
100,38992
101,38999
102,39001
103,39008
104,39020
105,39044
106,39057
107,39082
108,39083
109,39090
110,39101
111,39114
112,39115
113,39146
114,39158
115,39159
116,39179
117,39208
118,39226
119,39241
120,39247
121,39274
122,39285
123,39289
124,39310
125,39313
126,39328
127,39335
128,39336
129,39337
130,39341
131,39343
132,39344
133,39346
134,39347
135,39352
136,39382
137,39387
138,39392
139,39397
140,39439
141,39440
142,39445
143,39456
144,39463
145,39470
146,39476
147,39480
148,39489
149,39494
150,39501
151,39525
152,39526
153,39529
154,39533
155,39536
156,39544
157,39565
158,39590
159,39596
160,39602
161,39605
162,39608
163,39635
164,39648
165,39676
166,39682
167,39713
168,39723
169,39770
170,39777
171,39779
172,39784
173,39798
174,39800
175,39838
176,39860
177,39866
178,39911
179,39950
180,39974
181,40002
182,40026
183,40070
