,CID
0,3012
1,4708
2,4709
3,4710
4,4711
5,4712
6,4713
7,4714
8,5071
9,5072
10,5073
11,5074
12,5076
13,5077
14,5441
15,5442
16,5443
17,5444
18,5453
19,5486
20,5487
21,5488
22,5489
23,5490
24,5491
25,5492
26,5656
27,5657
28,5658
29,5659
30,5978
31,6023
32,6024
33,6025
34,6147
35,6148
36,6150
37,6179
38,6506
39,6507
40,10105
41,10106
42,10107
43,10108
44,10997
45,11122
46,11123
47,11124
48,11125
49,11126
50,17990
51,17992
52,17993
53,18015
54,18016
55,18443
56,32153
57,32235
58,32239
59,32240
60,32241
61,32263
62,32264
63,39619
64,39621
65,39622
66,39623
67,39624
68,39626
69,39627
70,39680
71,47062
72,47063
73,47064
74,47065
75,47141
76,47143
77,47145
78,47146
79,47597
80,54069
81,54070
82,54071
83,60523
84,60524
85,60525
86,60526
87,60598
88,60599
89,60600
90,60601
91,60628
92,60629
93,60630
94,60631
95,60632
96,60636
97,60637
98,60639
