,CID
0,3844
1,3845
2,3846
3,9957
4,9958
5,12054
6,16752
7,16809
8,16810
9,16811
10,16812
11,16813
12,16814
13,16821
14,16822
15,16823
16,16824
17,16825
18,16826
19,16827
20,16828
21,16829
22,16830
23,16833
24,16834
25,16835
26,23536
27,23537
28,23539
29,23540
30,23541
31,23542
32,23543
33,25341
34,30576
35,30577
36,30578
37,30579
38,30580
39,30581
40,30582
41,30585
42,30586
43,31680
44,32508
45,32509
46,33097
47,38252
48,38253
49,38254
50,38255
51,38256
52,38257
53,38258
54,38259
55,38260
56,38304
57,38305
58,38306
59,38307
60,38308
61,38309
62,38310
63,38311
64,38312
65,38313
66,38314
67,38317
68,38318
69,38319
70,38321
71,39941
72,40353
73,45655
74,45656
75,45657
76,45658
77,45659
78,45660
79,45661
80,45662
81,46494
82,46495
83,52909
84,52910
85,52911
86,52912
87,52913
88,52945
89,52946
90,52947
91,52948
92,52949
93,52950
94,52951
95,54500
96,59362
97,59363
98,59370
99,59371
100,59372
101,59374
102,59376
103,59377
104,59378
105,59379
106,59380
107,59381
108,59382
109,59383
110,59384
111,59385
112,59386
113,59387
114,59388
115,59389
116,59645
117,59981
118,59982
119,59983
