,BID
0,22412
1,22600
2,22633
3,22663
4,22696
5,22760
6,22792
7,22796
8,22849
9,22876
10,22886
11,22887
12,22917
13,22932
14,22978
15,22982
16,22990
17,23005
18,23027
19,23038
20,23041
21,23089
22,23091
23,23109
24,23113
25,23116
26,23157
27,23199
28,23202
29,23219
30,23227
31,23234
32,23239
33,23244
34,23246
35,23251
36,23255
37,23257
38,23285
39,23286
40,23295
41,23296
42,23309
43,23313
44,23368
45,23376
46,23381
47,23415
48,23419
49,23423
50,23427
51,23432
52,23450
53,23456
54,23459
55,23504
56,23532
57,23535
58,23559
59,23567
60,23592
61,23615
62,23635
63,23636
64,23637
65,23658
66,23665
67,23708
68,23756
69,23761
70,23767
71,23771
72,23783
73,23806
74,23824
75,23830
76,23848
77,23868
78,23876
79,23892
80,23952
81,23957
82,23958
83,23961
84,23967
85,23985
86,24011
87,24014
88,24046
89,24093
90,24095
91,24117
92,24145
93,24172
94,24182
95,24203
96,24206
97,24225
98,24257
99,24276
100,24288
101,24339
102,24428
103,24430
104,24440
105,24457
106,24487
107,24504
108,24557
109,24564
110,24586
111,24589
112,24595
113,24611
114,24642
115,24651
116,24662
117,24697
118,24729
119,24782
120,24793
121,24804
122,24813
123,24823
124,24863
125,24876
126,24895
127,24993
128,24999
129,25064
130,25097
131,25100
132,25109
133,25117
134,25159
135,25210
136,25284
137,25475
138,25501
