,CID
0,13587
1,13588
2,13589
3,14183
4,14209
5,14211
6,14212
7,14213
8,14214
9,14217
10,14219
11,14220
12,14221
13,14222
14,14223
15,14224
16,14225
17,14226
18,14324
19,14511
20,14512
21,20884
22,20886
23,20887
24,20888
25,20889
26,20890
27,20891
28,20892
29,20893
30,20894
31,21066
32,21067
33,21068
34,21069
35,21102
36,21138
37,21139
38,21382
39,21383
40,27555
41,28039
42,28041
43,28042
44,28043
45,28044
46,28045
47,28046
48,28264
49,28282
50,35083
51,35084
52,35085
53,35086
54,35521
55,35522
56,35566
57,35665
58,42054
59,42055
60,42056
61,42057
62,42058
63,42465
64,42466
65,42467
66,42468
67,42563
68,42676
69,49895
70,49922
71,49923
72,50150
73,50151
74,50152
75,50153
76,50154
77,50155
78,50301
79,50302
80,50303
81,50317
82,50602
83,50604
84,56630
85,56632
86,56633
87,56634
88,56640
89,56641
90,56992
91,56993
92,56994
93,56995
94,56996
95,56999
96,57000
97,57001
98,57002
99,57007
100,57008
101,57009
102,57011
103,57012
104,57013
105,57014
106,57068
107,57069
108,57092
109,57093
110,57260
111,62928
112,62929
113,62930
114,63335
115,63348
116,63349
117,63350
118,63351
119,63399
120,63400
121,63401
122,63402
123,63403
124,63404
125,63810
