,customer,weight,round,length
0,"[101, 73, 178, 72, 108, 3, 126, 9, 149, 10, 116, 117, 19]","[1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1]",0,7998.985209441001
1,"[209, 156, 84, 83, 100, 50, 187, 92, 93, 96, 1, 95, 89]","[1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,6157.7925500464
2,"[141, 66, 42, 67, 8, 68, 186, 69, 211, 212, 210, 195, 61, 183]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1]",2,6484.887828079799
3,"[205, 176, 62, 175, 147, 166, 113, 7, 180, 80, 64, 194, 185, 184]","[1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1]",3,7115.7813513933
4,"[71, 40, 139, 26, 196, 164, 47, 179, 6, 165, 204, 35, 203]","[1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1]",4,5584.6605395485
5,"[135, 173, 174, 36, 207, 143, 115, 109, 110, 111, 112, 4, 5, 203]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1]",5,3310.0398801106003
6,"[168, 104, 107, 106, 105, 171, 58, 33, 160, 136]","[1, 2, 1, 1, 1, 2, 2, 2, 2, 1]",6,4365.8538202119
7,"[199, 15, 151, 59, 57, 159, 34, 121]","[1, 6, 2, 1, 1, 1, 1, 2]",7,3610.626265525
8,"[188, 16, 154, 55, 198, 197, 120, 119, 181, 182, 51]","[1, 1, 3, 1, 1, 1, 1, 1, 2, 1, 2]",8,4664.0025570148
9,"[122, 153, 82, 132, 131, 189]","[1, 1, 2, 1, 2, 5]",9,3609.3244908003
