,customer,weight,round,length
0,"[147, 119, 126, 65, 53, 74, 113, 114, 52, 51, 31, 73, 177]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1]",0,4781.169452759999
1,"[69, 70, 34, 115, 87, 71, 86, 62, 61, 60, 58]","[1, 2, 1, 1, 1, 2, 1, 3, 1, 1, 1]",0,3513.4208212050003
2,"[146, 43, 41, 54, 131, 55, 2, 1, 96, 97, 111, 132]","[1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 2]",0,3711.747968961
3,"[128, 103, 150, 149, 46, 3, 173, 175]","[1, 2, 1, 1, 1, 3, 4, 2]",0,3906.244679612
4,"[68, 67, 104, 144, 145, 99, 100, 105, 101]","[3, 2, 1, 2, 3, 1, 1, 1, 1]",0,2324.6442110967
5,"[4, 5, 6, 121, 137, 107, 143]","[1, 1, 1, 1, 1, 4, 3]",1,15519.736749448002
6,[57],[15],1,8729.13493398
7,[],[],1,0.0
8,"[15, 141, 83, 158, 38, 85, 30]","[1, 1, 1, 1, 1, 1, 1]",1,7956.532372121999
9,"[182, 125, 117, 94, 161, 29, 23, 162]","[1, 1, 1, 1, 2, 4, 1, 1]",1,9388.309951334999
