,customer,weight,round,length
0,"[35, 0, 37, 91, 75, 74, 15, 73, 57, 34]","[1, 2, 1, 2, 1, 1, 2, 1, 3, 1]",0,1882.5244818080998
1,"[50, 29, 28, 55, 84, 88, 87]","[1, 2, 1, 3, 3, 4, 1]",0,2525.983577257
2,"[81, 80, 48, 102, 83, 25, 27, 93]","[1, 1, 2, 3, 4, 1, 2, 1]",0,2420.926132417
3,"[42, 41, 58, 3, 1, 64, 68, 69, 53]","[2, 2, 1, 1, 1, 4, 1, 1, 2]",0,2027.1102960080002
4,"[38, 11, 39, 13, 100, 97, 95, 94]","[1, 3, 1, 3, 2, 2, 1, 2]",0,2409.814768446
5,[],[],1,0.0
6,"[31, 32, 79, 18, 62, 64]","[1, 1, 2, 2, 1, 1]",1,3263.567807509
7,[],[],1,0.0
8,[],[],1,0.0
9,"[99, 4, 46, 14, 6, 56, 89, 85]","[1, 1, 1, 1, 3, 1, 1, 1]",1,3419.882242601
