,CID
0,3048
1,3051
2,3052
3,3053
4,3055
5,4721
6,5080
7,5081
8,5082
9,5187
10,5189
11,5191
12,5192
13,5196
14,5223
15,5493
16,5494
17,5495
18,5496
19,5497
20,5675
21,5676
22,6510
23,6512
24,6513
25,6514
26,11081
27,11129
28,11213
29,11214
30,11215
31,11216
32,11217
33,11218
34,11219
35,18107
36,18108
37,18218
38,18219
39,18222
40,18223
41,18224
42,18226
43,18230
44,18231
45,25031
46,25032
47,25033
48,32304
49,39712
50,39713
51,39714
52,39715
53,39716
54,39733
55,39734
56,40524
57,47335
58,47336
59,47337
60,47339
61,47340
62,47341
63,47342
64,54128
65,54129
66,54130
67,54131
68,54287
69,54288
70,54292
71,54293
72,54294
73,54295
74,54296
75,54297
76,54298
77,54299
78,54300
79,54305
80,60625
81,60626
82,60627
83,60686
84,60688
85,60693
86,60694
87,60695
