,BID
0,26444
1,26732
2,26859
3,26895
4,26912
5,26948
6,26970
7,26983
8,27013
9,27038
10,27122
11,27144
12,27152
13,27255
14,27258
15,27266
16,27278
17,27309
18,27316
19,27318
20,27330
21,27346
22,27370
23,27408
24,27419
25,27423
26,27424
27,27454
28,27477
29,27484
30,27497
31,27513
32,27532
33,27551
34,27554
35,27559
36,27567
37,27582
38,27595
39,27614
40,27620
41,27625
42,27626
43,27629
44,27646
45,27653
46,27656
47,27685
48,27704
49,27713
50,27751
51,27763
52,27790
53,27820
54,27822
55,27824
56,27834
57,27840
58,27842
59,27870
60,27884
61,27885
62,27889
63,27891
64,27910
65,27913
66,27937
67,27963
68,27966
69,27997
70,27999
71,28006
72,28020
73,28042
74,28068
75,28091
76,28098
77,28123
78,28144
79,28150
80,28165
81,28175
82,28182
83,28192
84,28200
85,28225
86,28238
87,28247
88,28259
89,28297
90,28319
91,28329
92,28342
93,28371
94,28372
95,28385
96,28394
97,28408
98,28410
99,28416
100,28422
101,28447
102,28454
103,28493
104,28496
105,28510
106,28581
107,28653
108,28658
109,28700
110,28863
111,29174
112,29511
113,29589
114,29697
115,29918
116,30058
117,30073
118,30148
119,30324
120,30347
121,30369
122,30438
123,30498
124,30609
125,30652
