,CID
0,2995
1,3818
2,3819
3,3820
4,3924
5,3925
6,3933
7,5857
8,5865
9,9465
10,9636
11,9637
12,9638
13,9639
14,9640
15,9641
16,9662
17,11479
18,11646
19,11647
20,11648
21,11658
22,11659
23,11660
24,15939
25,15940
26,15943
27,18703
28,19641
29,19642
30,23073
31,23075
32,23076
33,23077
34,25510
35,25511
36,25512
37,25513
38,25514
39,25515
40,25516
41,25517
42,30106
43,30107
44,30108
45,30109
46,30110
47,30111
48,32537
49,32538
50,32552
51,32699
52,32700
53,32701
54,37687
55,37688
56,37689
57,37690
58,37691
59,39957
60,39958
61,39959
62,39960
63,39961
64,39962
65,39963
66,39964
67,39965
68,39966
69,39967
70,40109
71,40129
72,40948
73,47585
74,52400
75,52401
76,52402
77,54378
78,54516
79,54517
80,54518
81,54519
82,54520
83,54687
84,54688
85,54689
86,54690
87,54708
88,55567
89,58956
90,58957
91,58958
92,58959
93,58962
94,58963
95,58964
96,61047
97,61048
98,61049
