,CID
0,2
1,1811
2,7221
3,7222
4,7223
5,7224
6,7225
7,7246
8,7247
9,7248
10,7249
11,7250
12,7251
13,8427
14,8428
15,8429
16,8430
17,8431
18,8432
19,8433
20,8434
21,8615
22,9147
23,9149
24,9859
25,9998
26,9999
27,10000
28,10001
29,10002
30,10003
31,10004
32,10005
33,10006
34,15972
35,15974
36,15975
37,15976
38,15977
39,15979
40,15980
41,15981
42,15982
43,15983
44,15989
45,15991
46,15992
47,16584
48,16586
49,16924
50,16925
51,16926
52,22750
53,22751
54,22752
55,22753
56,22754
57,22756
58,22757
59,22759
60,23439
61,23445
62,23446
63,23447
64,23449
65,23451
66,23604
67,23605
68,23606
69,23612
70,23614
71,23615
72,29768
73,29769
74,29770
75,29771
76,29772
77,29774
78,29775
79,29776
80,29779
81,29780
82,29781
83,29783
84,29784
85,29785
86,29786
87,29788
88,29789
89,29906
90,29907
91,29911
92,29912
93,29916
94,29917
95,29930
96,29931
97,29932
98,29934
99,29937
100,30459
101,30460
102,30461
103,30462
104,30463
105,30641
106,30648
107,30650
108,30651
109,30652
110,30653
111,30654
112,30681
113,30682
114,30683
115,30684
116,30685
117,37417
118,37418
119,37419
120,37420
121,37421
122,37422
123,37424
124,37523
125,37524
126,37545
127,37546
128,37547
129,38362
130,38363
131,38364
132,38365
133,38366
134,38367
135,38368
136,38370
137,39899
138,44554
139,44555
140,44556
141,44569
142,44571
143,44573
144,44574
145,44575
146,44576
147,44577
148,44578
149,45747
150,45750
151,52821
152,52822
153,52823
154,52824
155,52825
156,52826
157,52830
158,52831
159,52832
160,53011
161,53017
162,58998
163,58999
164,59000
165,59001
166,59287
167,59442
168,59444
169,59445
170,59446
171,59447
172,59448
173,59449
174,59450
175,59451
176,59452
