,BID
0,5741
1,5749
2,5795
3,5810
4,5815
5,5832
6,5841
7,5845
8,5850
9,5870
10,5871
11,5878
12,5883
13,5886
14,5890
15,5892
16,5903
17,5912
18,5918
19,5921
20,5926
21,5932
22,5939
23,5941
24,5943
25,5954
26,5961
27,5963
28,5973
29,5974
30,5976
31,5977
32,5982
33,5984
34,5987
35,5991
36,5993
37,6000
38,6003
39,6004
40,6010
41,6013
42,6016
43,6018
44,6023
45,6024
46,6029
47,6030
48,6039
49,6044
50,6045
51,6046
52,6049
53,6054
54,6056
55,6060
56,6064
57,6077
58,6087
59,6088
60,6090
61,6094
62,6102
63,6104
64,6121
65,6131
66,6152
67,6160
68,6163
69,6166
70,6177
71,6178
72,6184
73,6185
74,6188
75,6191
76,6199
77,6200
78,6207
79,6210
80,6212
81,6213
82,6215
83,6218
84,6222
85,6229
86,6232
87,6233
88,6237
89,6248
90,6258
91,6273
92,6277
93,6299
94,6303
95,6308
96,6326
97,6328
98,6335
99,6337
100,6348
101,6357
102,6363
103,6380
104,6385
105,6389
106,6411
107,6413
108,6443
109,6461
110,6473
111,6475
112,6478
113,6487
114,6491
115,6497
116,6503
117,6510
118,6517
119,6536
120,6538
121,6555
122,6556
123,6574
124,6575
125,6598
126,6609
127,6634
128,6636
129,6638
130,6663
131,6683
132,6713
133,6739
134,6747
135,6752
136,6831
137,6840
138,6844
139,6859
140,6866
141,6868
142,6869
143,6873
144,6897
145,6905
146,6906
147,6911
148,6913
149,6921
150,6928
151,6934
152,6937
153,6943
154,6965
155,6966
156,6967
157,6972
158,6973
159,6974
160,6978
161,6988
162,6990
163,6995
164,6996
165,6998
166,7005
167,7008
168,7029
169,7032
170,7033
171,7038
172,7049
173,7055
174,7058
175,7060
176,7063
177,7064
178,7068
179,7069
180,7072
181,7073
182,7075
183,7076
184,7077
185,7079
186,7106
187,7110
188,7115
189,7121
190,7128
191,7132
192,7135
193,7150
194,7162
195,7173
196,7174
197,7176
198,7178
199,7179
200,7183
201,7184
202,7196
203,7208
204,7220
205,7224
206,7230
207,7234
208,7237
209,7239
210,7244
211,7256
212,7293
213,7296
214,7301
215,7303
216,7310
217,7311
218,7322
219,7324
220,7328
221,7333
222,7337
223,7346
224,7347
225,7349
226,7359
227,7366
228,7388
229,7390
230,7391
231,7395
232,7404
233,7406
234,7427
235,7442
236,7445
237,7461
238,7465
239,7478
240,7503
241,7506
242,7511
243,7518
244,7521
245,7526
246,7535
247,7536
248,7549
249,7564
250,7567
251,7568
252,7596
253,7612
254,7626
255,7629
256,7631
257,7641
258,7642
259,7668
260,7669
261,7677
262,7678
263,7693
264,7700
265,7702
266,7714
267,7734
268,7742
269,7745
270,7747
271,7749
272,7776
273,7788
274,7792
275,7804
276,7806
277,7823
278,7834
279,7844
280,7855
281,7924
282,7937
283,7976
284,7982
285,7986
286,7999
287,8058
288,8066
289,8104
290,8124
291,8148
292,8161
293,8195
294,8197
295,8274
296,8302
297,8321
298,8339
299,8359
300,8370
301,8400
302,8506
303,8538
