,CID
0,4240
1,8255
2,8256
3,8258
4,8259
5,14985
6,14986
7,14987
8,14988
9,14990
10,14992
11,14994
12,14996
13,14997
14,15001
15,15002
16,15003
17,15004
18,15006
19,15007
20,15008
21,15549
22,21989
23,21990
24,21991
25,21992
26,21993
27,21994
28,21995
29,21996
30,21997
31,21998
32,21999
33,22000
34,22181
35,22255
36,22256
37,22376
38,22380
39,22381
40,22382
41,22465
42,22475
43,22477
44,28810
45,28811
46,28812
47,28814
48,28815
49,28816
50,28817
51,28818
52,28947
53,29240
54,29241
55,36560
56,36561
57,36562
58,36594
59,36596
60,36597
61,36598
62,36599
63,36600
64,36734
65,36900
66,36902
67,36903
68,37067
69,43258
70,43260
71,43263
72,43264
73,43265
74,43377
75,43520
76,43830
77,43832
78,43848
79,43919
80,43920
81,43921
82,50962
83,50964
84,50965
85,50966
86,50968
87,50969
88,50970
89,50971
90,50972
91,50974
92,50975
93,50976
94,50978
95,50980
96,51009
97,51168
98,51201
99,51360
100,51546
101,51547
102,57691
103,57693
104,57694
105,57695
106,57696
107,57698
108,57699
109,57703
110,57705
111,57708
112,57709
113,57710
114,57711
115,57712
116,57713
117,57714
118,57715
119,57719
120,57720
121,57721
122,57722
123,57723
124,57813
125,57868
126,57869
127,57881
128,57963
129,57964
130,57965
131,58167
132,58238
133,64024
134,64025
135,64026
136,64027
137,64028
138,64029
139,64109
140,64110
141,64112
142,64113
143,64114
144,64225
145,64671
146,64672
147,64673
148,64674
