,customer,weight,round,length
0,"[15, 24, 25, 23, 38, 92, 61, 55, 56, 19, 16, 97]","[1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1]",0,6661.3299154060005
1,"[7, 44, 108, 67, 69, 100, 84, 76, 29, 30, 110, 77]","[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 3, 1]",0,5417.089296585001
2,"[39, 40, 65, 8]","[7, 2, 3, 3]",0,2570.8079927292
3,"[43, 79, 78, 8]","[1, 1, 1, 12]",1,2686.5776368292
4,[8],[15],1,95.4308626804
5,"[11, 8]","[6, 9]",1,275.0895034957
6,[11],[15],2,179.658640815
7,[11],[15],2,179.658640815
8,[11],[15],2,179.658640815
9,[11],[15],3,179.658640815
10,[11],[15],3,179.658640815
11,[11],[15],3,179.658640815
12,[11],[15],4,179.658640815
13,[11],[15],4,179.658640815
14,[11],[15],4,179.658640815
15,[11],[15],5,179.658640815
16,[11],[15],5,179.658640815
17,[11],[15],5,179.658640815
18,[11],[15],6,179.658640815
19,[11],[15],6,179.658640815
20,[11],[15],6,179.658640815
21,[],[],7,0.0
22,"[72, 111, 73, 71, 70, 13, 11]","[1, 3, 2, 1, 1, 1, 5]",7,1294.7526159925
23,"[35, 0, 113, 46, 116, 45, 53, 81, 22, 47]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",7,4804.167082115
