,BID
0,16671
1,16755
2,16761
3,16823
4,16838
5,16880
6,16891
7,16909
8,16915
9,16921
10,16969
11,16981
12,16995
13,17014
14,17029
15,17054
16,17121
17,17126
18,17137
19,17169
20,17180
21,17199
22,17243
23,17264
24,17275
25,17276
26,17280
27,17281
28,17283
29,17321
30,17368
31,17381
32,17390
33,17394
34,17395
35,17405
36,17410
37,17437
38,17449
39,17458
40,17493
41,17505
42,17522
43,17535
44,17559
45,17561
46,17563
47,17564
48,17579
49,17581
50,17601
51,17603
52,17608
53,17625
54,17644
55,17646
56,17660
57,17661
58,17677
59,17682
60,17730
61,17745
62,17766
63,17772
64,17783
65,17805
66,17810
67,17839
68,17883
69,17897
70,17909
71,17944
72,17953
73,17954
74,17977
75,17987
76,17992
77,18052
78,18059
79,18062
80,18078
81,18096
82,18124
83,18140
84,18144
85,18156
86,18173
87,18181
88,18187
89,18195
90,18199
91,18201
92,18220
93,18229
94,18250
95,18254
96,18264
97,18267
98,18293
99,18321
100,18334
101,18339
102,18345
103,18365
104,18396
105,18404
106,18417
107,18433
108,18435
109,18464
110,18470
111,18472
112,18530
113,18545
114,18578
115,18581
116,18582
117,18602
118,18624
119,18654
120,18667
121,18671
122,18681
123,18709
124,18740
125,18777
126,18857
127,18885
128,18889
129,18902
130,18905
131,18918
132,18940
133,18960
134,18969
135,18972
136,18999
137,19001
138,19025
139,19042
140,19043
141,19064
142,19075
143,19113
144,19155
145,19156
146,19175
147,19200
148,19236
149,19280
150,19308
151,19320
152,19360
153,19372
154,19395
155,19408
156,19421
157,19435
158,19448
159,19508
160,19545
161,19550
162,19562
163,19608
164,19623
165,19631
166,19644
167,19650
168,19675
169,19681
170,19685
171,19687
172,19730
173,19796
174,19798
175,19807
176,19837
177,19896
178,19901
179,19914
180,19948
181,19997
182,19999
183,20003
184,20030
185,20073
186,20074
187,20110
188,20144
189,20153
190,20163
191,20208
192,20242
193,20261
194,20271
195,20327
196,20379
197,20380
198,20487
199,20605
