,BID
0,29809
1,29835
2,29901
3,29931
4,29971
5,30033
6,30088
7,30112
8,30115
9,30119
10,30165
11,30207
12,30215
13,30291
14,30305
15,30327
16,30343
17,30350
18,30356
19,30384
20,30432
21,30443
22,30490
23,30491
24,30494
25,30501
26,30525
27,30534
28,30538
29,30545
30,30564
31,30574
32,30577
33,30593
34,30632
35,30665
36,30671
37,30704
38,30720
39,30738
40,30747
41,30748
42,30762
43,30768
44,30772
45,30789
46,30805
47,30806
48,30852
49,30856
50,30910
51,30969
52,31002
53,31031
54,31048
55,31128
56,31146
57,31179
58,31197
59,31202
60,31242
61,31264
62,31327
63,31334
64,31395
65,31429
66,31471
67,31482
68,31495
69,31510
70,31524
71,31540
72,31551
73,31567
74,31580
75,31591
76,31598
77,31604
78,31609
79,31619
80,31633
