,customer,weight,round,length
0,"[33, 141, 42, 39, 20, 40, 70, 41, 139, 0, 143, 142, 71]","[1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1]",0,2805.4206676751
1,"[104, 34, 35, 154, 125, 126, 103, 156]","[3, 1, 1, 2, 3, 2, 1, 2]",0,3450.818058541801
2,"[71, 25, 50]","[1, 2, 12]",1,2176.054093359
3,"[24, 28, 114, 27, 140, 135, 102, 101, 151, 96, 93]","[2, 1, 1, 1, 2, 3, 1, 1, 1, 1, 1]",1,3809.7961389193997
4,"[28, 21, 172, 110, 127, 95, 109, 119, 77, 134, 19, 18]","[2, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1]",2,4325.823165372799
5,"[47, 55, 113, 157, 23, 22, 144]","[1, 1, 4, 2, 2, 1, 4]",2,2862.2245577148
6,"[26, 87, 72, 52, 115, 48, 45, 111, 145, 176, 37, 89]","[1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 1]",3,2654.183931595
7,"[146, 17, 129, 63, 120, 121, 122, 3, 29, 152, 19, 171]","[1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2]",3,4999.886514467999
8,"[69, 62, 177, 182, 53, 150, 181, 179, 178, 148]","[3, 1, 2, 2, 1, 1, 1, 1, 2, 1]",4,5343.310824634
9,"[148, 149, 147, 30, 11, 76, 68, 128]","[1, 1, 8, 1, 1, 1, 1, 1]",4,5194.8407296410005
