,BID
0,32294
1,32323
2,32329
3,32338
4,32563
5,32646
6,32692
7,32945
8,32976
9,33011
10,33098
11,33123
12,33174
13,33180
14,33207
15,33221
16,33246
17,33258
18,33262
19,33319
20,33352
21,33359
22,33384
23,33402
24,33403
25,33441
26,33460
27,33498
28,33510
29,33539
30,33576
31,33587
32,33600
33,33615
34,33641
35,33652
36,33708
37,33724
38,33730
39,33741
40,33755
41,33760
42,33789
43,33816
44,33823
45,33847
46,33872
47,33876
48,33886
49,33911
50,33925
51,33980
52,33994
53,34038
54,34039
55,34041
56,34045
57,34059
58,34068
59,34132
60,34142
61,34151
62,34155
63,34164
64,34165
65,34166
66,34167
67,34178
68,34183
69,34184
70,34201
71,34202
72,34211
73,34214
74,34215
75,34220
76,34238
77,34242
78,34244
79,34247
80,34257
81,34264
82,34273
83,34276
84,34287
85,34292
86,34309
87,34338
88,34345
89,34358
90,34375
91,34388
92,34391
93,34403
94,34421
95,34426
96,34435
97,34473
98,34477
99,34478
100,34518
101,34526
102,34569
103,34574
104,34575
105,34587
106,34615
107,34621
108,34657
109,34685
110,34704
111,34710
112,34728
113,34791
114,34893
115,34899
116,34934
117,34946
118,34983
119,35012
120,35026
121,35030
122,35042
123,35091
124,35126
125,35181
126,35182
127,35232
128,35237
129,35257
130,35265
131,35286
132,35294
133,35299
134,35326
135,35394
