,BID
0,38845
1,38899
2,38944
3,38995
4,39014
5,39026
6,39075
7,39197
8,39209
9,39242
10,39271
11,39280
12,39300
13,39325
14,39332
15,39369
16,39372
17,39385
18,39396
19,39398
20,39408
21,39411
22,39430
23,39442
24,39483
25,39499
26,39502
27,39531
28,39534
29,39540
30,39552
31,39583
32,39609
33,39623
34,39630
35,39646
36,39672
37,39677
38,39704
39,39724
40,39726
41,39746
42,39747
43,39771
44,39775
45,39790
46,39792
47,39795
48,39814
49,39821
50,39836
51,39848
52,39877
53,39889
54,39918
55,39937
56,39939
57,39949
58,39968
59,39981
60,39986
61,39996
62,40004
63,40016
64,40029
65,40032
66,40049
67,40092
68,40098
69,40101
70,40113
71,40134
72,40142
73,40165
74,40187
75,40209
76,40218
77,40234
78,40244
79,40251
80,40260
81,40275
82,40283
83,40286
84,40287
85,40294
86,40299
87,40347
88,40368
89,40401
90,40467
91,40481
92,40493
93,40526
94,40568
95,40659
96,40815
