,BID
0,6854
1,6909
2,6915
3,6945
4,6957
5,6960
6,6987
7,6997
8,7001
9,7003
10,7006
11,7010
12,7018
13,7041
14,7053
15,7059
16,7071
17,7074
18,7117
19,7131
20,7139
21,7157
22,7170
23,7187
24,7192
25,7204
26,7218
27,7233
28,7242
29,7250
30,7266
31,7289
32,7295
33,7299
34,7315
35,7355
36,7360
37,7372
38,7379
39,7392
40,7399
41,7408
42,7428
43,7433
44,7443
45,7472
46,7491
47,7502
48,7505
49,7522
50,7527
51,7555
52,7571
53,7591
54,7614
55,7633
56,7645
57,7657
58,7666
59,7682
60,7683
61,7687
62,7706
63,7748
64,7751
65,7753
66,7766
67,7778
68,7779
69,7802
70,7851
71,7861
72,7867
73,7879
74,7906
75,7948
76,8008
77,8019
78,8035
79,8050
80,8054
81,8056
82,8078
83,8088
84,8093
85,8095
86,8098
87,8110
88,8122
89,8123
90,8135
91,8157
92,8167
93,8177
94,8186
95,8205
96,8210
97,8211
98,8218
99,8234
100,8236
101,8245
102,8248
103,8251
104,8254
105,8266
106,8279
107,8281
108,8284
109,8285
110,8287
111,8288
112,8294
113,8296
114,8306
115,8308
116,8324
117,8328
118,8332
119,8347
120,8358
121,8364
122,8371
123,8372
124,8374
125,8376
126,8395
127,8398
128,8399
129,8402
130,8407
131,8408
132,8409
133,8422
134,8453
135,8464
136,8487
137,8515
138,8537
139,8582
140,8596
141,8606
142,8651
143,8673
144,8685
145,8702
146,8726
147,8731
148,8742
149,8757
150,8780
151,8841
152,8879
153,8891
154,9126
