,customer,weight,round,length
0,[6],[15],0,221.10299396
1,[6],[15],0,221.10299396
2,[6],[15],0,221.10299396
3,[0],[15],1,636.047666528
4,"[41, 24, 6]","[1, 12, 2]",1,1930.21453487
5,"[0, 7, 42]","[10, 2, 3]",1,1539.758416634
6,"[23, 44, 45, 46, 47, 43, 13, 21, 4, 5]","[5, 1, 1, 1, 1, 1, 2, 1, 1, 1]",2,7347.9720677161
7,"[51, 34, 11, 19, 20, 10, 9, 2, 3, 54, 52, 15, 14]","[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1]",2,5001.3568660460005
8,[24],[15],2,1435.693510688
9,"[23, 25, 17, 16, 55, 18, 27]","[6, 1, 1, 1, 1, 1, 4]",3,7958.356898426
10,[],[],3,0.0
11,[23],[15],3,3595.16342082
