,customer,weight,round,length
0,"[7, 206, 6, 4, 237, 162, 161, 163, 196, 197, 109, 91, 90, 89, 215, 159, 213, 229, 185, 184, 138, 140, 122, 24, 233, 158, 118, 117, 129, 216, 217, 26, 28, 25, 144, 58, 172, 173, 88, 126, 18, 128, 131, 130, 8, 87, 169, 29, 190, 189, 30, 205, 204, 192, 111, 110, 65, 38, 221, 222, 149, 152, 253, 75, 208, 86, 181, 182, 23, 92, 246, 242, 243, 44, 97, 93, 94, 95, 219, 241, 165, 155, 154, 210, 70, 147, 148, 54, 19, 53, 20]","[2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 4, 1, 1, 1, 3, 2, 2, 2, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 3, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 3, 2, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1]",0,28189.835724571993
1,"[230, 83, 51, 239, 183, 218, 123, 37, 115, 250, 72, 57, 114, 202, 203, 11, 10, 248, 63]","[1, 1, 2, 3, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,12457.898164864002
