,customer,weight,round,length
0,"[116, 140, 146, 147, 143, 124, 84, 126, 125, 86, 129, 172, 145]","[1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1]",0,2262.6094863416006
1,"[110, 176, 177, 44, 53, 70, 165, 51, 18, 68, 22, 149, 118, 119]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1]",0,14020.802097168498
2,"[122, 168, 166, 161, 59, 63, 80, 62, 81, 54, 55, 141]","[1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1]",0,3418.968356618
3,[8],[15],0,3788.74824074
4,"[75, 9, 65, 112, 150, 152, 151, 92, 115, 17, 29, 90, 83]","[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1]",0,14364.452201179
5,"[19, 42, 41, 101, 103, 60, 123, 58, 169, 52]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 3]",1,4575.7269864400005
6,[],[],1,0.0
7,[],[],1,0.0
8,[120],[4],1,1163.242644284
9,[],[],1,0.0
