,BID
0,43208
1,43213
2,43223
3,43241
4,43243
5,43247
6,43248
7,43258
8,43275
9,43279
10,43299
11,43338
12,43340
13,43360
14,43368
15,43375
16,43384
17,43412
18,43421
19,43432
20,43433
21,43449
22,43456
23,43457
24,43462
25,43472
26,43476
27,43485
28,43486
29,43493
30,43494
31,43498
32,43499
33,43505
34,43508
35,43511
36,43520
37,43526
38,43530
39,43531
40,43534
41,43539
42,43547
43,43548
44,43554
45,43562
46,43684
47,43703
48,43710
49,43718
50,43743
51,43750
52,43752
53,43756
54,43761
55,43765
56,43768
57,43769
58,43780
59,43789
60,43791
61,43792
62,43796
63,43802
64,43807
65,43814
66,43816
67,43822
68,43824
69,43827
70,43831
71,43837
72,43839
73,43842
74,43845
75,43846
76,43851
77,43854
78,43862
79,43866
80,43874
81,43879
82,43881
83,43885
84,43886
85,43888
86,43891
87,43909
88,43911
89,43925
90,43936
91,43945
92,43953
93,43955
94,43974
95,43993
96,44261
97,44330
98,44477
99,44527
100,44538
101,44550
102,44551
103,44552
104,44553
105,44558
106,44565
107,44566
108,44570
109,44571
110,44572
111,44573
112,44574
113,44578
114,44596
115,44611
116,44629
117,44630
118,44636
119,44638
120,44642
121,44644
122,44647
123,44648
124,44654
125,44690
126,44703
127,44711
128,44732
