,BID
0,27221
1,27233
2,27310
3,27566
4,27635
5,27654
6,27733
7,27783
8,27847
9,27883
10,27899
11,27949
12,27973
13,28055
14,28125
15,28138
16,28204
17,28213
18,28279
19,28287
20,28307
21,28315
22,28340
23,28392
24,28397
25,28405
26,28419
27,28461
28,28469
29,28490
30,28499
31,28525
32,28527
33,28536
34,28543
35,28548
36,28552
37,28561
38,28598
39,28612
40,28628
41,28637
42,28672
43,28684
44,28695
45,28698
46,28701
47,28717
48,28719
49,28743
50,28745
51,28752
52,28754
53,28758
54,28780
55,28787
56,28789
57,28794
58,28797
59,28814
60,28823
61,28825
62,28835
63,28851
64,28859
65,28862
66,28879
67,28883
68,28907
69,28910
70,28914
71,28922
72,28935
73,28948
74,28950
75,28959
76,28977
77,28979
78,28989
79,28991
80,28993
81,29006
82,29029
83,29054
84,29069
85,29086
86,29098
87,29102
88,29113
89,29121
90,29126
91,29140
92,29164
93,29170
94,29192
95,29322
96,29326
97,29336
98,29348
99,29357
100,29365
101,29376
102,29379
103,29384
104,29386
105,29393
106,29396
107,29417
108,29476
109,29480
110,29498
111,29506
112,29512
113,29516
114,29534
115,29554
116,29579
117,29630
118,29696
119,29708
120,29714
121,29736
122,29760
123,29796
124,29798
125,29828
126,29849
127,29904
128,29925
129,29944
130,30056
131,30085
132,30128
133,30133
134,30163
135,30168
136,30170
