,CID
0,3855
1,7370
2,7371
3,7372
4,7480
5,7481
6,10558
7,10559
8,10560
9,10561
10,10562
11,10845
12,12581
13,17829
14,17830
15,17839
16,19120
17,23545
18,23546
19,23547
20,23548
21,23942
22,23943
23,23944
24,23945
25,24256
26,24257
27,24258
28,24259
29,24260
30,38324
31,38326
32,38327
33,38328
34,39183
35,39184
36,39185
37,39186
38,39187
39,39188
40,39189
41,39190
42,39191
43,39192
44,39325
45,39326
46,39327
47,39331
48,46118
49,46121
50,46122
51,46123
52,46124
53,46129
54,46731
55,46933
56,46934
57,46937
58,48199
59,52917
60,52918
61,52926
62,52927
63,52928
64,52930
65,52931
66,52932
67,52933
68,52934
69,52935
70,52936
71,52937
72,52938
73,52939
74,52940
75,52941
76,52942
77,52943
78,52944
79,52952
80,53336
81,53337
82,53338
83,53339
84,53619
85,53620
86,53621
87,53622
88,53623
89,53624
90,53694
91,53696
92,54601
93,60025
94,60078
95,60079
96,60080
97,60081
98,60082
99,60083
100,60089
101,60090
102,60091
