,CID
0,1518
1,4586
2,4587
3,4588
4,4589
5,4590
6,4591
7,4592
8,4600
9,5607
10,5608
11,5609
12,5610
13,5611
14,5613
15,5616
16,5617
17,5618
18,5619
19,5620
20,5621
21,5622
22,5623
23,6398
24,6418
25,9724
26,16371
27,16372
28,16373
29,16374
30,16375
31,16376
32,16377
33,16378
34,16379
35,16380
36,16381
37,17520
38,23232
39,23233
40,23259
41,23260
42,24700
43,25345
44,30331
45,30332
46,30333
47,30334
48,30335
49,30336
50,30337
51,39199
52,39542
53,45273
54,52599
55,52600
56,52601
57,52602
58,53646
59,59149
60,60037
61,60038
62,60039
63,60040
