,BID
0,23177
1,23240
2,23307
3,23374
4,23416
5,23512
6,23583
7,23584
8,23634
9,23663
10,23671
11,23688
12,23796
13,23880
14,23925
15,23934
16,23993
17,24121
18,24148
19,24237
20,24258
21,24321
22,24366
23,24394
24,24418
25,24461
26,24473
27,24495
28,24539
29,24544
30,24565
31,24615
32,24645
33,24673
34,24690
35,24700
36,24716
37,24724
38,24725
39,24757
40,24794
41,24801
42,24805
43,24868
44,24883
45,24897
46,24898
47,24908
48,24927
49,24955
50,24969
51,24980
52,25023
53,25044
54,25083
55,25115
56,25176
57,25203
58,25232
59,25322
60,25325
61,25332
62,25541
63,25555
64,25601
65,25734
66,25870
67,25879
68,25881
69,25969
70,26002
71,26068
72,26111
73,26211
74,26244
75,26301
