,customer,weight,round,length
0,"[35, 33, 32, 44]","[11, 1, 2, 1]",0,2927.3322497689996
1,[35],[15],0,2030.22290832
2,[35],[15],0,2030.22290832
3,"[71, 31, 30, 48, 116, 150, 151, 147, 101, 99, 34, 16]","[1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2]",0,5460.010179956001
4,[92],[15],1,2191.41805376
5,[92],[15],1,2191.41805376
6,"[36, 92]","[2, 13]",1,2421.1860196139996
7,"[39, 43, 73, 92]","[1, 1, 2, 11]",1,4289.386576738
8,"[49, 132, 140, 37, 54, 56, 85, 162, 87, 12]","[2, 1, 1, 1, 1, 2, 1, 1, 1, 1]",2,3946.312785646
9,[],[],2,0.0
10,"[50, 79, 78, 82, 63, 74, 170, 57, 120]","[2, 1, 1, 1, 1, 1, 1, 2, 1]",2,3322.5916462510004
11,[],[],2,0.0
