,CID
0,5515
1,5516
2,5520
3,5523
4,11403
5,11404
6,11405
7,11406
8,11920
9,11921
10,11922
11,11925
12,11926
13,12021
14,12022
15,12344
16,12345
17,12420
18,12421
19,12422
20,12424
21,12425
22,12504
23,12505
24,12679
25,16263
26,16264
27,16265
28,16267
29,16268
30,16269
31,16274
32,18372
33,18373
34,18399
35,18402
36,18404
37,18407
38,18412
39,18718
40,18971
41,19063
42,19064
43,19065
44,19066
45,19067
46,19359
47,19520
48,19521
49,19522
50,19523
51,19710
52,19852
53,23171
54,23172
55,23173
56,25276
57,25277
58,25278
59,25279
60,25280
61,25281
62,25282
63,25283
64,25284
65,25285
66,25856
67,25857
68,25858
69,25859
70,25860
71,25948
72,25960
73,26163
74,26199
75,26303
76,26442
77,26443
78,26444
79,26445
80,26446
81,26484
82,30275
83,30276
84,30277
85,32369
86,32370
87,32371
88,33072
89,33073
90,33416
91,33418
92,33419
93,33420
94,33421
95,33422
96,33423
97,33486
98,33487
99,33636
100,33637
101,33638
102,33639
103,33808
104,33883
105,33884
106,38132
107,39910
108,40522
109,40523
110,40676
111,40755
112,40756
113,40757
114,40758
115,40759
116,40760
117,40761
118,40841
119,40842
120,40843
121,40987
122,40988
123,40989
124,40990
125,40991
126,40992
127,40993
128,40994
129,41038
130,41039
131,41056
132,41060
133,45159
134,45160
135,45161
136,45162
137,45163
138,45164
139,45165
140,47550
141,48082
142,48150
143,48151
144,48153
145,48154
146,48155
147,48464
148,48465
149,48466
150,48467
151,48468
152,48469
153,48470
154,48471
155,48472
156,48473
157,48474
158,48475
159,48540
160,48541
161,48544
162,48545
163,48546
164,48547
165,48548
166,48549
167,48555
168,48556
169,48709
170,48710
171,48711
172,48714
173,48716
174,48717
175,48718
176,48719
177,48720
178,48763
179,48764
180,48765
181,48766
182,48767
183,48768
184,48789
185,48791
186,48792
187,48809
188,48810
189,52493
190,52516
191,54711
192,55054
193,55055
194,55056
195,55057
196,55358
197,55359
198,55473
199,55598
200,55599
201,55651
202,55686
203,60755
204,60838
205,60839
206,61086
207,61087
208,61430
209,61431
210,61433
211,61434
212,61668
213,61669
214,61670
215,61671
216,61672
217,61673
218,61674
219,61675
220,61730
221,61732
222,61733
223,61797
224,61867
225,61868
