,BID
0,35375
1,35385
2,35441
3,35520
4,35528
5,35546
6,35550
7,35557
8,35645
9,35735
10,35754
11,35881
12,35921
13,35978
14,36017
15,36107
16,36110
17,36118
18,36162
19,36194
20,36281
21,36302
22,36306
23,36307
24,36313
25,36330
26,36404
27,36413
28,36435
29,36457
30,36459
31,36466
32,36496
33,36499
34,36501
35,36527
36,36530
37,36535
38,36537
39,36546
40,36548
41,36550
42,36553
43,36563
44,36564
45,36572
46,36573
47,36584
48,36593
49,36602
50,36603
51,36607
52,36643
53,36657
54,36665
55,36671
56,36678
57,36688
58,36690
59,36696
60,36699
61,36701
62,36706
63,36719
64,36720
65,36728
66,36729
67,36731
68,36745
69,36750
70,36756
71,36759
72,36762
73,36775
74,36790
75,36796
76,36797
77,36819
78,36822
79,36823
80,36829
81,36844
82,36858
83,36866
84,36885
85,36913
86,36925
87,36929
88,36942
89,36947
90,36949
91,36997
92,37000
93,37005
94,37011
95,37036
96,37037
97,37057
98,37077
99,37085
100,37090
101,37100
102,37107
103,37132
104,37151
105,37152
106,37160
107,37162
108,37164
109,37166
110,37172
111,37190
112,37192
113,37204
114,37213
115,37214
116,37219
117,37233
118,37237
119,37251
120,37260
121,37262
122,37264
123,37272
124,37273
125,37276
126,37278
127,37282
128,37285
129,37292
130,37295
131,37298
132,37301
133,37314
134,37325
135,37327
136,37328
137,37329
138,37334
139,37335
140,37336
141,37338
142,37348
143,37350
144,37352
145,37353
146,37355
147,37356
148,37359
149,37362
150,37372
151,37382
152,37389
153,37397
154,37402
155,37404
156,37407
157,37418
158,37419
159,37426
160,37429
161,37431
162,37440
163,37442
164,37443
165,37449
166,37453
167,37457
168,37459
169,37462
170,37465
171,37470
172,37474
173,37475
174,37478
175,37480
176,37495
177,37496
178,37497
179,37503
180,37519
181,37520
182,37524
183,37526
184,37530
185,37532
186,37537
187,37538
188,37550
189,37560
190,37568
191,37571
192,37577
193,37578
194,37581
195,37583
196,37593
197,37598
198,37602
199,37603
200,37608
201,37617
202,37619
203,37622
204,37624
205,37635
206,37636
207,37643
208,37644
209,37646
210,37650
211,37656
212,37658
213,37661
214,37669
215,37674
216,37676
217,37677
218,37682
219,37683
220,37685
221,37686
222,37692
223,37699
224,37702
225,37703
226,37706
227,37709
228,37712
229,37715
230,37721
231,37722
232,37732
233,37733
234,37734
235,37739
236,37747
237,37763
238,37767
239,37769
240,37772
241,37778
242,37784
243,37785
244,37788
245,37789
246,37799
247,37800
248,37801
249,37804
250,37805
251,37807
252,37808
253,37818
254,37827
255,37828
256,37836
257,37839
258,37843
259,37851
260,37852
261,37856
262,37866
263,37872
264,37873
265,37890
266,37894
267,37906
268,37911
269,37917
270,37919
271,37922
272,37924
273,37925
274,37933
275,37939
276,37941
277,37946
278,37949
279,37962
280,37963
281,37967
282,37971
283,37973
284,37981
285,37986
286,37987
287,37989
288,37990
289,37996
290,37997
291,37998
292,38032
293,38117
294,38162
