,CID
0,195
1,14032
2,14035
3,14292
4,14293
5,14300
6,14301
7,14302
8,14303
9,14304
10,14305
11,14306
12,14307
13,14317
14,14318
15,14319
16,14320
17,14321
18,14355
19,14356
20,14357
21,14358
22,14365
23,14366
24,14367
25,14375
26,14393
27,14394
28,14395
29,14396
30,14397
31,14418
32,14516
33,14540
34,14543
35,14626
36,20640
37,20641
38,20959
39,20960
40,20961
41,21103
42,21104
43,21105
44,21106
45,21108
46,21109
47,21110
48,21111
49,21112
50,21113
51,21114
52,21129
53,21130
54,21131
55,21132
56,21133
57,21135
58,21178
59,21179
60,21180
61,21181
62,21198
63,21199
64,21200
65,21212
66,21213
67,21214
68,21232
69,21233
70,21234
71,21391
72,21392
73,21421
74,21422
75,21431
76,21434
77,21435
78,21436
79,21437
80,21438
81,21439
82,21440
83,21482
84,27523
85,27868
86,27870
87,27871
88,27872
89,27873
90,28086
91,28088
92,28089
93,28096
94,28137
95,28150
96,28153
97,28182
98,28183
99,28205
100,28219
101,28312
102,28313
103,28314
104,28315
105,28335
106,28336
107,28412
108,28413
109,35567
110,35568
111,35569
112,35570
113,35571
114,35572
115,35577
116,35578
117,35579
118,35580
119,35581
120,35582
121,35583
122,35603
123,35639
124,35640
125,35641
126,35642
127,35643
128,35644
129,35645
130,35646
131,35647
132,35653
133,35654
134,35655
135,35656
136,35664
137,35706
138,35707
139,35708
140,35709
141,35710
142,35712
143,35730
144,35731
145,35896
146,35897
147,35898
148,35910
149,35911
150,36002
151,42307
152,42566
153,42577
154,42578
155,42579
156,42614
157,42629
158,42630
159,42650
160,42660
161,42661
162,42662
163,42663
164,42696
165,42697
166,42753
167,42754
168,42888
169,42896
170,42897
171,43026
172,43027
173,43028
174,50329
175,50330
176,50331
177,50332
178,50333
179,50334
180,50335
181,50336
182,50337
183,50338
184,50339
185,50340
186,50391
187,50401
188,50402
189,50403
190,50473
191,50673
192,50688
193,50689
194,56598
195,56599
196,56600
197,56601
198,56880
199,56882
200,56883
201,57058
202,57059
203,57060
204,57061
205,57062
206,57071
207,57072
208,57073
209,57089
210,57097
211,57103
212,57104
213,57109
214,57140
215,57141
216,57283
217,57345
218,63220
219,63221
220,63222
221,63545
222,63594
223,63738
224,63782
225,63783
226,63784
227,63785
228,63801
229,63802
230,63803
231,63884
232,63885
