,BID
0,8141
1,8145
2,8178
3,8180
4,8216
5,8229
6,8244
7,8247
8,8252
9,8258
10,8290
11,8342
12,8351
13,8354
14,8355
15,8360
16,8379
17,8384
18,8387
19,8410
20,8416
21,8423
22,8442
23,8454
24,8455
25,8461
26,8469
27,8476
28,8483
29,8484
30,8486
31,8491
32,8494
33,8496
34,8500
35,8501
36,8527
37,8535
38,8536
39,8542
40,8549
41,8550
42,8558
43,8561
44,8564
45,8567
46,8571
47,8575
48,8591
49,8594
50,8600
51,8605
52,8611
53,8626
54,8629
55,8630
56,8644
57,8650
58,8653
59,8658
60,8659
61,8692
62,8704
63,8707
64,8711
65,8725
66,8750
67,8754
68,8759
69,8761
70,8774
71,8781
72,8815
73,8827
74,8828
75,8833
76,8834
77,8835
78,8848
79,8849
80,8875
81,8886
82,8887
83,8889
84,8890
85,8901
86,8906
87,8922
88,8933
89,8935
90,8962
91,8969
92,8977
93,8979
94,8992
95,8997
96,9001
97,9012
98,9015
99,9027
100,9043
101,9044
102,9049
103,9051
104,9069
105,9077
106,9078
107,9089
108,9099
109,9101
110,9119
111,9127
112,9131
113,9141
114,9147
115,9149
116,9153
117,9158
118,9165
119,9171
120,9174
121,9175
122,9177
123,9183
124,9191
125,9199
126,9200
127,9207
128,9208
129,9218
130,9222
131,9227
132,9232
133,9234
134,9257
135,9261
136,9270
137,9271
138,9272
139,9274
140,9278
141,9285
142,9296
143,9328
144,9329
145,9336
146,9343
147,9372
148,9373
149,9375
150,9376
151,9380
152,9384
153,9400
154,9405
155,9422
156,9425
157,9429
158,9436
159,9445
160,9452
161,9458
162,9469
163,9477
164,9485
165,9490
166,9492
167,9493
168,9508
169,9513
170,9516
171,9523
172,9524
173,9526
174,9527
175,9528
176,9529
177,9533
178,9537
179,9540
180,9543
181,9557
182,9558
183,9560
184,9562
185,9572
186,9573
187,9575
188,9585
189,9588
190,9591
191,9599
192,9602
193,9603
194,9606
195,9619
196,9621
197,9630
198,9643
199,9646
200,9647
201,9648
202,9649
203,9655
204,9659
205,9669
206,9677
207,9706
208,9708
209,9712
210,9717
211,9728
212,9729
213,9738
214,9742
215,9749
216,9760
217,9765
218,9766
219,9769
220,9779
221,9799
222,9807
223,9811
224,9813
225,9815
226,9828
227,9845
228,9848
229,9853
230,9854
231,9855
232,9856
233,9863
234,9867
235,9871
236,9876
237,9890
238,9899
239,9904
240,9986
241,9990
242,10013
243,10032
244,10035
245,10036
246,10042
247,10094
248,10108
