,customer,weight,round,length
0,"[266, 256, 93, 138, 25, 236, 44, 195, 196, 283, 282]","[1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 2]",0,2810.9842951299997
1,"[228, 22, 67, 273, 267, 268, 263, 265, 12]","[3, 1, 1, 1, 2, 1, 1, 2, 3]",0,3955.787111533
2,"[73, 297, 298, 289, 288, 193, 192, 31, 190, 137, 16]","[1, 1, 1, 2, 2, 1, 1, 3, 1, 1, 1]",0,2876.8867983878004
3,"[78, 277, 278, 281, 279, 87, 280, 79, 19, 197, 208, 207, 235]","[1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1]",0,3432.8079042389
4,"[15, 274, 14, 88, 90, 141, 143, 148, 46, 302, 142]","[1, 1, 1, 1, 1, 3, 1, 2, 1, 2, 1]",0,1797.8948383096001
5,"[238, 98, 95, 162, 165, 23]","[2, 1, 1, 1, 1, 2]",1,3168.9911599639995
6,"[198, 210, 206, 285, 199, 20, 299]","[5, 1, 1, 2, 2, 2, 2]",1,4349.0671534269995
7,"[314, 174, 39, 251, 246, 309, 310, 249, 220, 209, 19]","[2, 1, 1, 1, 1, 1, 1, 1, 1, 3, 2]",1,4741.1216164062
8,[],[],1,0.0
9,[],[],1,0.0
