,customer,weight,round,length
0,"[241, 240, 239, 213, 51, 53, 52, 96, 286, 97, 151, 130]","[1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1]",0,19578.4219130985
1,"[104, 294, 291, 154, 48, 211, 49, 50, 290, 160, 159, 158, 304, 153]","[1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1]",0,2621.5865777346
2,"[101, 102, 306, 129, 147, 120, 145, 229, 232]","[2, 1, 1, 3, 1, 1, 2, 2, 2]",0,19531.7611778946
3,"[70, 194, 227, 68, 10, 7, 260, 259, 296, 295, 9, 11, 124, 64]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2]",0,23335.570853152
4,"[28, 29, 308, 293, 60, 63, 107, 62, 61, 110, 108, 222, 114]","[1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,2235.5229825221
5,"[164, 34, 35, 113, 217, 169, 170]","[1, 1, 3, 5, 1, 1, 3]",1,19659.533650769998
6,[],[],1,0.0
7,[],[],1,0.0
8,[],[],1,0.0
9,"[80, 312, 219, 252, 65, 214, 166, 168, 55, 57]","[1, 1, 1, 2, 2, 2, 1, 2, 1, 2]",1,24505.249738473998
