,CID
0,6383
1,6384
2,6385
3,6386
4,6389
5,6390
6,6391
7,6392
8,13514
9,13515
10,27035
11,30055
12,30056
13,30057
14,30058
15,30059
16,30063
17,30071
18,30072
19,30073
20,30074
21,34036
22,34037
23,34038
24,34039
25,34040
26,34041
27,34042
28,34043
29,34044
30,34045
31,34222
32,34252
33,34329
34,34374
35,41456
36,48964
37,48965
38,48966
39,49216
40,49217
41,49218
42,55871
43,55872
44,55873
45,56043
46,56172
47,62292
48,62293
49,62294
50,62349
51,62350
52,62351
53,62352
54,62353
55,62354
56,62355
