,CID
0,4215
1,4216
2,4217
3,4218
4,4808
5,4809
6,4810
7,4811
8,9473
9,9474
10,11476
11,11477
12,11478
13,11576
14,11672
15,11673
16,11941
17,12361
18,12362
19,12363
20,12364
21,12483
22,12647
23,12648
24,12649
25,12650
26,12651
27,12652
28,12653
29,12654
30,15928
31,15932
32,15933
33,15945
34,15946
35,16099
36,17958
37,17959
38,18704
39,18864
40,18865
41,18866
42,18867
43,18868
44,18869
45,18870
46,18871
47,19498
48,19499
49,19576
50,19577
51,19578
52,19609
53,19741
54,19742
55,19743
56,19744
57,19746
58,19749
59,19750
60,22667
61,22668
62,24754
63,24755
64,25563
65,26250
66,26251
67,26411
68,26427
69,26497
70,26498
71,32103
72,32734
73,32735
74,32736
75,32739
76,32740
77,32741
78,32845
79,33541
80,33542
81,33543
82,33544
83,33545
84,33546
85,33547
86,33548
87,33549
88,33550
89,33593
90,33594
91,33595
92,33596
93,33597
94,33598
95,33599
96,33600
97,33654
98,33655
99,33656
100,33764
101,33765
102,33766
103,33767
104,40599
105,40600
106,40601
107,41027
108,41028
109,41029
110,41030
111,47044
112,48522
113,48523
114,48524
115,48525
116,48638
117,48639
118,48640
119,48641
120,48699
121,48745
122,48752
123,48753
124,48754
125,48755
126,48756
127,48757
128,48758
129,52997
130,54539
131,54540
132,54541
133,54852
134,54853
135,54854
136,54855
137,54856
138,55386
139,55387
140,55449
141,55450
142,55451
143,55452
144,55456
145,55458
146,55459
147,55632
148,55633
149,55634
150,55635
151,55636
152,55637
153,55638
154,55639
155,55640
156,58591
157,58592
158,58593
159,58617
160,58618
161,58774
162,58778
163,60442
164,60444
165,60900
166,60901
167,60902
168,60903
169,60904
170,61040
171,61041
172,61042
173,61190
174,61191
175,61400
176,61401
177,61402
178,61403
179,61404
180,61682
181,61683
182,61696
183,61697
184,61786
185,61787
186,61788
187,61789
188,61888
189,61902
190,61903
191,61905
192,61906
