,CO2,Tracts
0,8.94126767443545,0
1,8.042228998992242,1
2,18.40120560918656,100
3,5.961561485408597,101
4,14.354185704090511,104
5,24.467147388653434,105
6,1.478112540527049,106
7,2.920345254182042,107
8,2.8429890391773447,108
9,3.3152236790794127,109
10,10.1567610824478,11
11,0.0,110
12,0.0,111
13,43.06623541987316,113
14,30.101463512597437,114
15,8.08495342640749,116
16,6.47895856007981,117
17,8.645264424382482,118
18,15.225768077605174,12
19,4.623477878977312,120
20,3.1036058457528823,121
21,4.819243411413897,122
22,0.0,123
23,18.250012369262528,124
24,27.334538921232724,126
25,38.929622241642896,127
26,30.835063681138536,128
27,5.277221854289593,129
28,3.2229773452412096,13
29,4.454156013554341,130
30,11.017707860400622,131
31,13.566654442176482,132
32,6.887954235978445,134
33,7.8016797931782715,137
34,9.349864041807706,138
35,0.0,139
36,9.895692970108954,141
37,10.132124907065723,142
38,12.584452544109862,143
39,11.96762591106182,144
40,18.115816282820155,145
41,13.137828530661796,147
42,6.4848221477622685,148
43,7.827456853804632,149
44,20.270940206983493,15
45,7.3831299453389185,150
46,7.033147296588922,151
47,22.869857051818535,152
48,22.57264323847388,153
49,14.776345812441527,154
50,12.912633516413493,156
51,4.780220389556078,157
52,12.50312906024447,158
53,7.1147535575640495,159
54,8.849592598583664,16
55,2.7661146039333686,160
56,20.90418937261741,161
57,13.565081822892017,162
58,13.738380681349035,163
59,41.02086743795331,164
60,5.522181106499836,165
61,13.131676476115633,166
62,17.345144247307697,167
63,39.23969772031073,168
64,8.760857170339097,169
65,17.96446922832919,17
66,13.096356698247067,171
67,7.823512253454849,172
68,19.635748903376587,173
69,4.403327229337026,174
70,6.937482596654719,175
71,7.479062944081276,176
72,46.82011624617735,177
73,45.90330504418818,178
74,42.87656995220354,179
75,6.57345442204233,180
76,8.271303355708909,181
77,10.038154972614464,183
78,5.191491104954483,184
79,7.530949408822709,185
80,6.878069711223703,186
81,6.341180798928184,187
82,19.48195947031075,188
83,10.329231262808532,19
84,5.095368391714282,190
85,8.62068071138819,192
86,13.463521178871344,193
87,8.811818900252485,195
88,6.2261263123492245,196
89,5.595420223210929,197
90,9.337169469968849,198
91,14.473228000021143,199
92,11.876919018807953,2
93,9.45821528398949,202
94,10.350913100298838,203
95,2.5928934687990455,204
96,7.2487907371252795,205
97,9.285251090204337,206
98,10.762122261028896,207
99,7.451164517722705,208
100,7.258721890863001,209
101,7.99480211308138,21
102,16.571682841827794,210
103,12.88284179995133,211
104,2.6521655189535673,212
105,9.272186099343243,213
106,8.839929792347299,214
107,16.19207318044116,215
108,7.089207681649637,216
109,3.963144169256037,217
110,14.583590551222626,218
111,18.297353935499814,219
112,12.225433881936524,22
113,25.521504492018156,220
114,4.573475826571983,221
115,7.928449270626518,222
116,1.909114388296425,223
117,13.703458391089574,224
118,20.990504989805377,225
119,7.699514392549224,226
120,12.660004232505862,227
121,15.164949962422916,228
122,15.94443259788283,229
123,21.901853602726643,23
124,10.725345769285683,230
125,3.8921124762659445,231
126,16.15101880209929,232
127,18.377702504501553,233
128,15.536264605259957,234
129,12.701738889602638,235
130,8.252768019743083,236
131,10.792100165226236,237
132,9.658147737788571,238
133,7.272035835292277,239
134,11.315044832445933,24
135,12.689473619525053,240
136,10.79359294104155,241
137,2.5145587573052732,242
138,13.693781618474972,243
139,10.22555359118709,244
140,14.170769756776071,245
141,8.435674752408831,246
142,20.50070727443588,247
143,14.534813837585139,248
144,24.584966207627932,249
145,7.015162388171435,25
146,10.035846439686287,250
147,10.212818964151097,251
148,3.4172412327778003,252
149,20.009364310349994,253
150,13.321862779030019,254
151,0.7370526637881379,255
152,21.288416056668954,256
153,4.1115253544288,257
154,9.019336694344931,258
155,27.12793049220435,260
156,8.844257249863375,261
157,8.611257737407279,262
158,8.163207343744535,263
159,7.664385237657745,264
160,7.257067244483508,265
161,13.2111173224473,266
162,15.00461158242988,268
163,14.905893225561305,269
164,8.17639120556648,27
165,6.746620450482389,270
166,31.24033526794097,271
167,11.107433058230848,272
168,12.893881209756467,273
169,6.846459320902181,274
170,2.6989433267482954,276
171,4.880803846713386,277
172,2.1925369561457835,278
173,6.619575919603973,279
174,13.569371559329978,28
175,10.239006297426686,280
176,8.359749793810206,281
177,11.849688774125694,282
178,13.422656793137573,283
179,8.141467299193758,284
180,1.5374138582437844,285
181,17.31873262288222,286
182,21.80349439095888,287
183,11.296706769399034,288
184,45.49642112157131,289
185,7.521399506302678,29
186,8.31199936527327,3
187,5.835254846635584,30
188,8.217997996049206,31
189,15.786023842107324,32
190,12.743332040727601,33
191,6.885279039092688,34
192,3.8747764868078147,35
193,4.503232725419987,37
194,32.130206702154446,4
195,6.789900849955899,40
196,23.937005354234763,41
197,14.305603130275705,42
198,4.354265387823376,44
199,20.767057585495674,45
200,8.256519543544629,46
201,36.08471125874777,47
202,12.9236838192212,48
203,6.459773945537077,5
204,19.952791994010983,50
205,1.3005406154007466,52
206,16.049807641518683,54
207,35.06103290634643,55
208,14.400934072103873,56
209,9.358965507474338,57
210,4.953535785596613,58
211,3.3269737983817356,59
212,4.18048409655163,6
213,23.23926215914554,60
214,15.105905786197896,61
215,28.119127681199313,62
216,0.0,63
217,13.31223585965795,64
218,10.45955612427396,67
219,15.048014600907933,68
220,15.635069538028073,7
221,13.609255227546187,70
222,16.884939099948504,71
223,26.395408465059113,72
224,9.946718963791081,75
225,8.852471932070875,76
226,0.9713114812461103,78
227,8.244694763887278,8
228,22.135317217099047,80
229,5.091285365130964,81
230,9.051829557322352,82
231,24.58183663432585,83
232,5.219261836542378,85
233,5.810700837133698,86
234,21.811508194571584,88
235,14.099054870896829,89
236,13.620431245721534,9
237,8.463879382926537,90
238,0.4187462454850545,91
239,17.340305144057353,92
240,14.28225655666877,93
241,30.747834243760796,94
242,31.80253591966224,95
243,11.357632196306945,96
244,10.64877172909186,97
245,1.297196605556446,98
246,11.738117814204294,99
