,tract,Base_Num,Robot_Num,Time,CO2_Emission
0,0.0,3,2,0.6660955232513056,0.5731015139037291
1,1.0,3,3,0.7537959091572222,0.749049960389169
2,100.0,5,2,0.6106298247498056,1.9123734710145008
3,101.0,5,4,0.5177010060677778,0.3788758476707
4,104.0,3,4,0.8816090923802777,1.2033339053506082
5,105.0,4,3,0.6169108966488889,2.4846498666250825
6,106.0,5,2,0.120090762055,0.1319592211272309
7,107.0,5,1,0.2910107339762778,0.2574608030785613
8,108.0,4,1,0.2309586770461666,0.2440982564092043
9,109.0,4,2,0.1206244491044444,0.308424376165158
10,11.0,5,2,0.5425129489061111,0.9116880499906737
11,110.0,3,1,0.0350417457825555,0.3164380593203172
12,111.0,1,1,0.0615878808733333,0.0109626427954533
13,113.0,2,2,0.570200933026389,10.079729486861842
14,114.0,5,3,1.5054064060761112,2.4431622927077425
15,116.0,5,2,0.3068872948381667,0.6234729203472481
16,117.0,5,4,0.32284162112075,0.5460630434679632
17,118.0,4,2,0.0934716598477777,0.1337737390153266
18,12.0,5,2,0.5494848606950555,1.2764327903238024
19,120.0,5,2,0.2540534584705555,0.4782633395954718
20,121.0,5,1,0.1191482262960833,0.1682595616863101
21,122.0,3,2,0.5264731303780555,0.4361771127419521
22,123.0,1,1,0.0314027399452777,0.0055896877102594
23,124.0,3,5,1.2725207078649998,1.703994426554992
24,126.0,5,2,1.351463339323611,2.283917843872492
25,127.0,5,2,1.339623607236389,3.597239900117434
26,128.0,5,3,1.439030617145833,2.0507705508345757
27,129.0,4,1,0.0659466394116666,0.3228383378605867
28,13.0,5,4,0.3319019306793888,0.238449431876232
29,130.0,3,2,0.1476736526372222,0.1057013186180289
30,131.0,3,4,0.9435423677177778,0.8119594101376015
31,132.0,2,3,1.6813202738183053,1.1349053628863517
32,134.0,5,5,0.2096681806477777,0.493662762280299
33,137.0,5,4,0.2458051662705555,0.5951873037277562
34,138.0,5,1,1.6610468733869446,1.6900100060534249
35,139.0,1,1,0.0384317246025555,0.0068408469792548
36,140.0,1,1,100000000.0,1000000000.0
37,141.0,5,2,0.1889098079136111,1.3445542833269644
