,0,Tracts
0,78.92135572369217,0
1,92.8687727101822,1
2,236.26047709645673,100
3,18.8072490661485,101
4,185.14544137726296,104
5,255.32248444125085,105
6,5.2367572776053555,106
7,11.114227446673667,107
8,9.18538140608214,108
9,15.004272621818606,109
10,128.42256213141658,11
11,0.0,110
12,0.0,111
13,607.2950869292276,113
14,365.0011826609506,114
15,63.14417730725043,116
16,45.51162459732883,117
17,32.84316105147296,118
18,211.77144633940037,12
19,24.696784751380388,120
20,8.266250674749768,121
21,30.534513886391547,122
22,0.0,123
23,245.12347601573828,124
24,235.49177297910228,126
25,410.78092712472073,127
26,364.2186522563408,128
27,27.61931954155311,129
28,8.337970381301425,13
29,28.560617643591513,130
30,83.25427992053982,131
31,119.50230508220933,132
32,22.46734067438502,134
33,28.063002910448752,137
34,22.068109713502654,138
35,0.0,139
36,1000000000.0,140
37,58.10433106464132,141
38,94.8817193546174,142
39,165.29194824543117,143
40,24.039008210358507,144
41,59.29340712282446,145
42,169.46964787748144,147
43,37.91094725750564,148
44,67.9211043920636,149
45,234.52661873735434,15
46,41.47887389602627,150
47,23.913396748284825,151
48,261.4158610919831,152
49,259.981428720395,153
50,173.5934147781654,154
51,140.63918967481615,156
52,20.52803451842311,157
53,91.33502437139154,158
54,25.086044636495433,159
55,88.51709137619599,16
56,14.69937381128461,160
57,152.63887549066158,161
58,133.88509996060847,162
59,149.968564689468,163
60,340.73225637727455,164
61,9.897445193030235,165
62,105.08510774738316,166
63,174.0458165497206,167
64,218.0513577787641,168
65,37.08357464500957,169
66,222.09113881814963,17
67,143.85280929035042,171
68,13.865823357140735,172
69,153.0825122084023,173
70,52.84751907077093,174
71,42.42906075979496,175
72,58.58993646422594,176
73,382.5178532803737,177
74,557.1646159179297,178
75,560.0383818329763,179
76,35.42335273207749,180
77,74.93211371326517,181
78,48.46039472700008,183
79,18.922364779820388,184
80,58.56327646249297,185
81,26.557910353135505,186
82,41.831383700062354,187
83,280.3236773531501,188
84,132.1429669314519,19
85,22.058289934275507,190
86,68.37942912379899,192
87,45.88843325401296,193
88,82.52812021662199,195
89,36.84167628667956,196
90,19.744993796185458,197
91,72.35743261041549,198
92,91.80601676599214,199
93,122.37306854837573,2
94,1000000000.0,201
95,80.05940104689141,202
96,136.5005669655773,203
97,1.7140731811566523,204
98,44.08147787512966,205
99,75.64400305412161,206
100,124.38538794094279,207
101,54.452780979378076,208
102,83.16720916375061,209
103,50.850321850108955,21
104,182.07281858896636,210
105,160.57151202672065,211
106,3.76343837034307,212
107,123.29379570478585,213
108,47.745307331470755,214
109,170.0462822972731,215
110,36.97316642877916,216
111,14.730804974939648,217
112,116.94840653902705,218
113,92.74861807514948,219
114,94.44663352525865,22
115,265.73094462277305,220
116,42.00522778836657,221
117,66.67977586761079,222
118,0.2259272647880444,223
119,157.43232607405247,224
120,185.76755113876158,225
121,45.03663471290974,226
122,107.34411178325308,227
123,151.64286184723957,228
124,185.9999051381282,229
125,227.1473380382776,23
126,102.24622133881284,230
127,14.662424648018982,231
128,92.28476868780952,232
129,66.86397938774991,233
130,224.95700847333006,234
131,181.4987638366877,235
132,116.8957893518758,236
133,101.17143510157074,237
134,87.08885357142317,238
135,54.54817564857858,239
136,87.83893167583918,24
137,45.79210787159148,240
138,89.65295508193266,241
139,3.570916770642002,242
140,163.76435523064677,243
141,113.58436292161022,244
142,177.8092266284456,245
143,51.54518858677498,246
144,268.4651336500492,247
145,165.54329557982985,248
146,276.21380829581074,249
147,38.70067799025455,25
148,79.35607786839094,250
149,91.41819686488057,251
150,19.66324367155041,252
151,25.972112464083256,253
152,44.847354187119365,254
153,0.495493254101931,255
154,244.93375685610613,256
155,11.469161307404258,257
156,92.0732629108744,258
157,202.44719421015355,260
158,81.81589603907854,261
159,90.89673805610666,262
160,81.28969168618485,263
161,43.949252702194386,264
162,8.588114798045805,265
163,51.55875545666168,266
164,1000000000.0,267
165,132.50654895046844,268
166,103.63075710475717,269
167,23.173604919579912,27
168,6.250088010983539,270
169,199.00944787003962,271
170,114.2264837038417,272
171,105.04063536593678,273
172,38.336385135776275,274
173,21.256006022910725,276
174,16.25937591864949,277
175,8.16272274578228,278
176,32.565080919563485,279
177,156.8490938774436,28
178,110.524199065238,280
179,57.97001329732099,281
180,164.764759120746,282
181,194.14724360948955,283
182,60.04194112577688,284
183,0.5458191137779864,285
184,214.12365304114502,286
185,243.19158637404215,287
186,103.42723516136954,288
187,241.47927497136118,289
188,50.99246349558637,29
189,34.20211324382842,3
190,47.7772244726954,30
191,90.42422370058497,31
192,175.12949174018064,32
193,63.80005342864999,33
194,44.77174397296433,34
195,12.256670062218674,35
196,14.670688094884305,37
