,tract,Base_Num,Robot_Num,CO2,Time
0,0.0,3,2,0.5731015139037291,0.6660955232513056
1,1.0,3,4,0.6555520751268888,0.9387197637630555
2,100.0,4,4,1.621731730492817,0.9665110505444444
3,101.0,5,1,0.3788758476707,0.550049064425
4,104.0,5,3,1.1232296990101802,1.5933047519541663
5,105.0,2,4,1.8744560493123767,0.95483356544375
6,106.0,1,3,0.1070176839927707,0.5189124774802778
7,107.0,1,3,0.2084473662352862,0.6335243831022221
8,108.0,1,3,0.1864968163988865,0.6594790011166111
9,109.0,2,2,0.2304723178277883,0.3313858198143055
10,11.0,2,4,0.8001622748107359,0.7766147942116667
11,110.0,1,1,0.0600439039583266,0.3373253031366667
12,111.0,1,1,0.0109626427954533,0.0615878808733333
13,113.0,3,5,5.199343739879509,0.570200933026389
14,114.0,4,4,2.281669608840254,1.768279374345
15,116.0,5,2,0.6234729203472481,0.3068872948381667
16,117.0,1,5,0.4838840014011966,0.779592369324
17,118.0,5,1,0.1191518371715788,0.1217534997216666
18,12.0,3,4,1.1792216520547536,1.0795466306723334
19,120.0,1,4,0.3368824053456534,0.8766602677068334
20,121.0,5,1,0.1682595616863101,0.1191482262960833
21,122.0,5,2,0.353194877607425,0.9116047196719445
22,123.0,1,1,0.0055896877102594,0.0314027399452777
23,124.0,5,3,1.4851437522093889,2.18720191989875
24,126.0,2,3,1.8221069819889064,1.4479834367972222
25,127.0,3,4,3.1168081800849965,3.030111385693889
26,128.0,5,3,2.0507705508345757,1.439030617145833
27,129.0,5,1,0.0631005053403238,0.0659466394116666
28,13.0,1,2,0.2084239817025353,0.6463258554676389
29,130.0,3,1,0.1057013186180289,0.2953473052744444
30,131.0,1,5,0.724415661183361,1.2743285259276942
31,132.0,2,3,1.1349053628863517,1.6813202738183053
32,134.0,3,2,0.4265937622038508,1.0295151788844443
33,137.0,2,2,0.4877260258279282,0.9266045284811668
34,138.0,1,3,0.5575609036015351,2.089178809137972
35,139.0,1,1,0.0068408469792548,0.0384317246025555
36,140.0,1,1,1000000000.0,100000000.0
37,141.0,3,1,0.9266661820777428,0.7109336542016667
38,142.0,2,4,0.7967500451463216,2.3335860994619444
39,143.0,4,3,0.9275115927149096,0.845681188339611
40,144.0,1,2,0.8658150263968895,3.0767597471016668
41,145.0,1,2,1.0858989444038256,3.3586953527611945
42,147.0,2,5,1.0247712855947635,1.240147431786111
43,148.0,3,2,0.4419284753068858,0.0248359707081111
44,149.0,1,5,0.6156420002160508,0.8197509212480834
45,15.0,3,4,2.117786898508092,3.019818124094111
46,150.0,1,4,0.4802684795295808,1.079043044808889
47,151.0,3,2,0.1190075002222544,0.1391454584127777
48,152.0,2,4,1.7633003571349062,3.3390500478297223
49,153.0,4,3,1.8154510816647615,2.216603871565584
50,154.0,3,3,1.0476993066814215,1.091881707426389
51,156.0,2,5,0.9625788755189658,1.747943286147917
52,157.0,1,3,0.3096379850077617,0.756959872526389
53,158.0,2,3,0.940531947099736,1.6520422749894443
54,159.0,1,3,0.4615455440015188,1.8625012842319448
55,16.0,1,4,0.8055852008145789,1.6172729307791391
56,160.0,4,2,0.0701276756990263,0.0265664536543888
57,161.0,2,3,1.4845840870857152,2.250559645365833
58,162.0,3,3,1.026909776456152,1.1736283212194445
59,163.0,3,3,0.9444789791271704,0.5595735233905555
60,164.0,5,2,3.699729789113882,2.0683357148194443
61,165.0,1,2,0.3624915679729023,1.9333805936301944
62,166.0,5,1,0.8784669368760113,0.7887896139891667
63,167.0,4,3,1.3109872576425343,0.9171890916632778
64,168.0,1,4,2.426886679664418,10.544251460108889
65,169.0,1,3,0.6054640344163743,1.405934455972222
66,17.0,5,3,1.4999977677248633,1.2580539292554445
67,171.0,4,2,1.096543773594177,1.3584280639597222
68,172.0,1,1,0.6658012071927321,3.740456220183889
69,173.0,1,5,1.3788164318680285,2.164283256893333
70,174.0,2,2,0.3958098462183274,0.6231104953270556
71,175.0,2,2,0.4859669695813263,1.188336903358
72,176.0,3,3,0.5400985623229124,0.4560895245013889
73,177.0,4,5,3.695675386396978,0.8515589273025002
74,178.0,3,5,3.920036871864172,0.9256799221021113
75,179.0,2,4,4.332016936120283,6.475939151361695
76,180.0,2,2,0.2515395162816758,0.5008524643960833
77,181.0,4,3,0.5954136675998726,0.3333188256769722
78,183.0,1,4,0.7713349239379957,2.545711427716945
79,184.0,1,5,0.4106261366017597,1.1624389947933331
80,185.0,2,1,0.7070093416285127,0.8506130176869444
81,186.0,1,3,0.4400625364705533,1.4074966102191109
82,187.0,3,4,0.5741707948464838,0.4049243759324999
83,188.0,3,4,1.539061247732564,0.9577412727198612
84,19.0,2,5,0.8600832430163549,1.255710675035278
85,190.0,1,4,0.3731520503736156,0.839002448842222
86,192.0,4,4,0.7774326679527124,0.9324947212506944
