,tract,Base_Num,Robot_Num,Time_6,CO2_Emission
0,0.0,1,2,2.540858877375,0.8748997243500437
1,1.0,1,2,3.402268077875833,1.023619540531461
2,100.0,1,3,3.6887211389027774,1.9431373416350388
3,101.0,1,1,2.221522502140278,0.3954310053809695
4,104.0,1,2,4.826202046710278,1.5285011745131174
5,105.0,1,4,5.939005914565582,2.831279476785316
6,106.0,1,1,0.8733932878469166,0.1554640052367511
7,107.0,1,1,1.6695294527004167,0.2971762425806741
8,108.0,1,1,1.251486152240333,0.2227645350987793
9,109.0,1,1,1.7634636573410276,0.3138965310067029
10,11.0,1,2,3.71500007050625,1.177060588179895
11,110.0,1,1,0.3373253031366667,0.0600439039583266
12,111.0,1,1,0.0615878808733333,0.0109626427954533
13,113.0,2,1,1.35078662561,10.376413147112943
14,114.0,1,4,5.4595745218905565,3.1159128458814527
15,116.0,1,2,3.1608037980855554,0.9509341250064648
16,117.0,1,1,4.56500636391539,0.8125711327769394
17,118.0,1,1,3.570392386292222,0.6355298447600155
18,12.0,1,2,4.638741731694306,1.520271541967855
19,120.0,1,1,2.958632166089028,0.5266365255638469
20,121.0,1,1,1.517592721687639,0.2701315044603997
21,122.0,1,1,2.6130108717239446,0.4651159351668621
22,123.0,1,1,0.0314027399452777,0.0055896877102594
23,124.0,1,2,5.900819120345056,2.051647393930627
24,126.0,1,3,5.317485202401389,2.1020448763496624
25,127.0,1,5,4.789843976605805,3.398115154812221
26,128.0,1,4,4.466330189088889,2.60091695309618
27,129.0,1,1,2.617052645837361,0.4658353709590502
28,13.0,1,1,1.477976822735139,0.2630798744468547
29,130.0,1,2,3.684336679009444,1.2433193023451687
30,131.0,1,1,5.931144931204501,1.055743797754401
31,132.0,1,2,4.822002803611361,1.7156607929069922
32,134.0,1,1,3.4663693654994443,0.6170137470589011
33,137.0,1,1,3.382631576106111,0.6021084205468877
34,138.0,1,1,3.5229106287179723,0.6270780919117991
35,139.0,1,1,0.0384317246025555,0.0068408469792548
36,140.0,100000000,100000000,100000000.0,100000000.0
37,141.0,1,2,3.376947145950556,1.143901624014749
38,142.0,1,2,3.565791807834528,1.1012445204685808
39,143.0,1,2,4.592396778961112,1.6152696227500876
40,144.0,1,2,3.0767597471016668,0.8658150263968895
41,145.0,1,2,3.3586953527611945,1.0858989444038256
42,147.0,1,2,4.178475994393611,1.4548209295863233
43,148.0,1,1,3.932061670623334,0.6999069773709534
44,149.0,1,2,2.6569263440235,0.848157943569333
45,15.0,1,4,4.737728600724611,2.5401848568180583
46,150.0,1,1,3.955529821896695,0.7040843082976116
47,151.0,1,1,5.1504255186494445,0.9167757423196012
48,152.0,1,4,3.884795670606,2.235303409712851
49,153.0,1,3,5.698409082422222,2.234245606705668
50,154.0,1,2,5.082888281335861,1.5743170188939732
51,156.0,1,2,4.554949058954112,1.6098386421162652
52,157.0,1,1,2.690812700546639,0.4789646606973017
53,158.0,1,2,4.507233283015777,1.42182942204929
54,159.0,1,1,4.02757795320525,0.7169088756705344
55,16.0,1,2,2.565806012500139,0.8982607671459238
56,160.0,1,1,1.3960115093011114,0.2484900486555978
57,161.0,1,3,4.114852484611528,1.7159359345841534
58,162.0,1,2,4.17885617251,1.3749011123558086
59,163.0,1,2,4.299339943636111,1.3313924159121178
60,164.0,5,1,3.7224048886275,4.076595684380194
61,165.0,1,1,3.149314366688833,0.5605779572706123
62,166.0,1,2,4.289252803537221,1.2823872623769152
63,167.0,1,2,5.092286889064945,1.774383297511762
64,168.0,2,1,2.819639486976139,3.3299537274177307
65,169.0,1,1,4.789463252014944,0.8525244588586599
66,17.0,1,2,5.659761801449833,1.9884335182480088
67,171.0,1,2,5.279224470411556,1.615545400258107
68,172.0,1,1,3.740456220183889,0.6658012071927321
69,173.0,1,3,3.5700053381102776,1.849579101723604
70,174.0,1,1,4.906470589165834,0.8733517648715184
71,175.0,1,1,4.0435329698729445,0.7197488686373841
72,176.0,1,1,4.5317531478913615,0.8066520603246623
73,177.0,4,1,4.634965533994694,5.629753373465431
74,178.0,3,1,5.8794115009653884,5.4742675723926
75,179.0,3,1,4.823954750081917,5.794107586516387
76,180.0,1,2,3.8555905276095,1.1616321836729044
77,181.0,1,1,5.285867806376972,0.940884469535101
78,183.0,1,1,5.013756698325333,0.8924486923019093
79,184.0,1,1,2.6937102287878614,0.4794804207242393
80,185.0,1,1,5.972582215119722,1.0631196342913103
81,186.0,1,1,3.761283423348917,0.6695084493561072
82,187.0,1,1,4.726641865866389,0.8413422521242172
83,188.0,1,3,4.854268877478056,2.3074778565804768
84,19.0,1,2,4.102235294447223,1.4125208113606285
85,190.0,1,1,2.677540835241083,0.4766022686729128
86,192.0,1,2,3.3481607487566665,1.1117487487511282
87,193.0,1,1,4.535847790612417,0.8073809067290102
88,195.0,1,2,3.2034131725244723,1.1193149939293467
89,196.0,1,1,3.741328156301778,0.6659564118217165
90,197.0,1,1,3.865782143251528,0.688109221498772
91,198.0,1,2,3.3109368803025,0.9836412551470732
92,199.0,1,2,3.5715596707332504,1.026466474334636
93,2.0,1,2,4.455060548807028,1.3765911282571024
94,202.0,1,2,3.4006464607018057,0.9800091833235084
95,203.0,1,2,3.0398277848788053,1.0331234869689778
96,204.0,1,1,0.8954454764727222,0.1593892948121445
97,205.0,1,1,4.129753252246666,0.7350960788999066
98,206.0,1,1,4.751433613414556,0.845755183187791
99,207.0,1,2,3.179192570790167,1.089896856421244
100,208.0,1,1,4.758962736058417,0.8470953670183983
101,209.0,1,1,5.728169578433417,1.0196141849611482
102,21.0,1,1,5.599853938560861,0.9967740010638332
103,210.0,1,2,5.004086443637249,1.60776385504443
104,211.0,1,2,3.691459354607334,1.2986398959580785
105,212.0,1,1,1.6198538032852778,0.2883339769847794
106,213.0,1,2,3.055897378415278,1.0605045394792765
107,214.0,1,1,4.937820321404889,0.8789320172100702
108,215.0,1,2,4.337287774566389,1.5140053828191298
109,216.0,1,2,3.7331777737052794,1.0625720963338423
110,217.0,1,1,2.1747187083827777,0.3870999300921344
111,218.0,1,2,4.151213201329999,1.2189052338011528
112,219.0,1,3,3.8820928637924994,1.1967664356282364
113,22.0,1,2,5.064300715778611,1.3271708084706992
114,220.0,1,3,5.504456496912389,2.660093560209928
115,221.0,1,1,3.7618164085022223,0.6696033207133956
116,222.0,1,1,5.034709069253444,0.896178214327113
117,223.0,1,1,1.4074392428991664,0.2505241852360516
118,224.0,1,2,5.038345916558751,1.5058996151754604
119,225.0,1,3,3.9105999548680552,2.031505051710504
120,226.0,1,1,5.3603996910244165,0.954151145002346
121,227.0,1,2,3.7067428777313896,1.1199267696114334
122,228.0,1,2,4.211380682837778,1.4527111726663604
123,229.0,1,3,4.441569875585362,1.62907743046485
124,23.0,1,3,3.902932197124444,1.8920436535318703
125,230.0,1,2,3.792314563810528,1.2512669732977244
126,231.0,1,1,2.089230625136945,0.3718830512743761
127,232.0,1,2,3.570953627400945,1.162301523809329
128,233.0,1,3,3.3604473178891667,1.5398629170141511
129,234.0,1,3,3.3615922308844164,1.7503865124943254
130,235.0,1,2,4.6865234357575005,1.4809409140636776
131,236.0,1,2,3.899566193634777,1.254031647161773
132,237.0,1,2,3.656781862433889,1.2331392741102372
133,238.0,1,2,2.985555921861222,0.9794667856676128
134,239.0,1,1,5.2293714833294445,0.930828124032641
