,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,Tracts
0,24163.0634751998,17694.6011666301,15600.8928418771,17100.401392477303,15992.6283585269,19418.7473536452,17472.4219604514,14032.41768761,14032.41768761,14032.41768761,14425.919998565701,11590.817135131601,11590.8171351316,11590.8171351316,11590.817135131601,16773.5616077864,15375.5067819462,15375.506781946202,15375.5067819462,15375.5067819462,20012.054906974998,18019.7195915951,18019.7195915951,18019.7195915951,18019.7195915951,0
1,23842.79857703,20702.41767367,20148.560474367,17193.935013156002,16237.7929829895,20100.955590419,16189.0644295095,16174.618197980999,15491.191003464499,15226.1076827315,18066.780108666702,13677.160571565,15149.3250415787,13258.356575599999,13258.356575599999,15519.086746456502,15792.952030399498,14738.4038963771,14738.4038963771,14738.4038963771,16603.1429797658,14538.498839969801,14420.690970192401,14420.690970192398,14420.690970192401,1
2,47620.759151657,44425.72295868849,39299.406909472695,39782.126937868,37367.2263462312,51661.4722236642,45506.9917090034,41861.2526029546,43082.279459986596,35126.6735752807,45766.8165961047,43126.3887293038,40429.9689654982,37196.2958239033,37196.2958239033,41199.8147201283,36166.9480628319,32799.0687065983,32799.0687065963,32799.0687065963,43718.730098781496,38677.216267709,35792.394269353,35792.394269353,35792.394269353,100
3,7997.4810077050015,7672.301638358,7672.301638358,7672.301638358,7672.301638358,9082.607202438201,9082.607202438201,9082.607202438201,9082.607202438201,9082.607202438201,7685.716307595001,7685.716307594999,7685.716307594999,7685.716307594999,7685.716307595,8399.0190356436,8399.0190356436,8399.0190356436,8399.0190356436,8399.0190356436,7662.65759334,7662.65759334,7662.65759334,7662.65759334,7662.65759334,101
4,37241.3095191173,30913.506900265296,29780.334442662803,28806.540397217796,30575.494693089797,35280.5417586471,30965.4568780753,25601.9609535083,25908.379552863298,24130.035375291503,26628.534239536697,26709.9347604696,24339.0823880857,24337.0902205741,24337.0902205741,34572.153956905095,29351.602910125002,26022.9760818135,26022.9760818135,26022.9760818135,25867.477923857703,24016.715287218998,22717.0051485205,22717.005148520504,22717.005148520504,104
5,81824.7108194089,64436.0528601042,62139.863466388895,57261.83211475919,54252.57501449359,66097.5982169148,54797.7816871775,47535.55115566369,37910.347064744696,44573.232441658896,60947.912826486405,56794.4276078478,50322.9681398493,44468.0954213793,55451.030323919505,53164.857035049004,47513.64368178951,50251.3456171365,50251.3456171365,53531.15048077519,87725.48110162979,58220.166217387705,57328.229650313304,57328.229650313304,57328.229650313304,105
6,3144.2158362489,2988.1912846615005,2164.4025976066,2164.4025976066,2164.4025976066,2438.2962565165,2395.5080209047,2395.5080209047,2395.5080209047,2395.5080209047,2740.9976388351997,2687.7833545564,2687.7833545564,2687.7833545564,2687.7833545564,2302.0323456566002,2261.2232912706,2261.2232912706,2261.2232912706,2261.2232912706,2687.2428853496,2668.8381801013,2668.8381801013,2668.8381801013,2668.8381801013,106
7,6010.306029721501,5211.6072332981,4215.7894294777,4215.7894294777,4215.7894294777,6362.427710978,4465.487663799499,4465.487663799499,4465.487663799499,4465.487663799499,4597.7224823002,4597.7224823002,4597.7224823002,4597.7224823002,4597.7224823002,5097.597867733999,5097.597867733999,5097.597867733999,5097.597867733999,5097.597867733999,5207.0724218136,5207.0724218136,5207.0724218136,5207.0724218136,5207.0724218136,107
8,4505.3501480652,3771.8457249216003,3771.8457249212997,3771.8457249212997,3771.8457249213006,4347.788545928,4347.7885459275,4347.7885459275,4347.7885459275,4347.7885459275,4491.1223771391,4491.1223771391,4491.1223771391,4491.1223771391,4491.1223771391,4936.8186689502,4936.8186689502,4936.8186689502,4936.8186689502,4936.8186689502,4734.493881150001,4734.4938811495,4734.4938811495,4734.4938811495,4734.4938811495,108
9,6348.4691664277,5593.8541473537,5694.0168401396995,5584.8475217267,5584.8475217267005,7045.1276164841,4661.2378886519,4661.2378886519,4661.2378886519,4661.2378886519,7690.7773784252995,6238.254462106001,6238.254462106,6238.254462106001,6238.254462106001,6237.7963718798,6237.7963718796,6237.7963718796,6237.7963718796,6237.7963718796,6667.125449785801,6667.125449785601,6667.125449785601,6667.125449785601,6667.125449785601,109
10,28915.2901558772,23805.719760941698,22746.6461528985,18882.7056130911,18631.7642685419,23966.563497131803,21008.9593779066,18259.6199102786,16183.057243363199,16183.0572433632,22535.7454401524,20755.5042523258,17461.388713065,17461.388713065,17461.388713065,22091.724630020202,19948.1793115438,17102.3890161983,17102.3890161983,17102.3890161983,22237.2883716205,18438.6347189125,16731.3600457057,16731.3600457057,16731.360045705704,11
11,1214.371091292,1214.371091292,1214.371091292,1214.371091292,1214.371091292,6273.720577840901,5301.167964129901,5301.167964129801,5301.1679641298,5301.167964129801,6399.870862658101,5427.318248947101,5427.318248947001,5427.318248947,5427.318248947001,5064.837019157201,5586.0965235493,5586.0965235493,5586.0965235493,5586.0965235493,6710.686341168701,6710.686341168701,6710.686341168701,6710.686341168701,6710.686341168701,110
12,221.716371144,221.716371144,221.716371144,221.716371144,221.716371144,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,111
13,204997.20932537015,200064.87147786142,201147.4413233552,199225.0933338466,178377.72383584862,209860.04117756517,203859.69748709342,204942.2673325872,203019.9193430786,182172.54984508062,130970.6157882806,126139.3653762137,111681.6860898509,120756.84475266829,105155.26664924849,156301.42428534158,148280.32744596028,150585.8347074513,132987.0949949733,132987.0949949733,177482.82962059,140797.71224974128,122949.40851584439,122949.40851584439,122949.40851584439,113
14,94728.04801658868,75117.8692758987,66632.44971220879,63018.462051535,59278.3953332133,76357.27916698951,65054.4998783959,59869.07703150091,53242.15403983761,52293.01682568231,68569.40569535931,57995.720773053,52012.8689064463,48545.99895628961,46279.085296503996,65333.45327864671,54904.8213227727,54564.0298751907,46146.126920364695,46146.1269203647,66925.35412930099,60985.7117481683,49412.2710884712,49412.2710884712,49412.2710884712,114
15,23623.976095701502,19232.3755619285,16461.3761901915,16959.7813909525,13724.7272651665,17576.7463128807,14574.6784921437,12717.5106717496,12717.5106717496,12717.5106717496,17530.3790670884,12880.9741946715,12880.9741946715,12880.9741946715,12880.9741946715,16453.781134446,14473.9710364764,14473.9710364764,14473.971036476398,14473.9710364764,13964.640354957899,12609.5646811803,12609.5646811803,12609.5646811803,12609.5646811803,116
16,16434.022910095402,13592.7628127014,11769.079046379902,11701.733815887199,9786.418005866899,15615.5470602274,14016.461181288398,11338.1052330312,11338.105233031201,11338.105233031201,17904.782208053803,13378.7441572288,13378.7441572288,13378.7441572288,13378.7441572288,15840.2295217348,11923.8773597467,11923.8773597467,11923.8773597467,11923.8773597467,11043.9716656449,11043.9716656442,11043.9716656442,11043.9716656442,11043.971665644201,117
17,12853.412590652,12405.916080715999,11235.854308269001,11235.854308269001,11235.854308269001,13121.271516352,12673.775006415999,11503.713233969002,11503.713233969002,11503.713233969002,11923.058134449,12361.370733447,11816.661181917001,11816.661181917001,11816.661181917001,11369.164671981001,2705.5362946919995,2705.5362946919995,2705.5362946919995,2705.5362946919995,2409.812437178,2409.812437178,2409.812437178,2409.812437178,2409.812437178,118
18,37465.1441856684,30747.0648937319,29876.2629810519,25998.779077755906,26570.4289039794,33788.07030244281,29736.3777244618,27561.8922423498,26995.023096497,24903.084012743806,28924.8497207645,26122.040865430503,25320.947498002697,23849.4266707703,23849.4266707703,32993.86735100849,29533.5327511879,27066.2965680599,27066.2965680599,27066.2965680599,28485.431030571803,25815.494635762298,24624.8339102211,24624.8339102211,24624.8339102211,12
19,10651.0757979205,8187.4084539835,8472.0274156375,6813.352018226699,6813.3520182267,8572.1362174524,7285.275697097401,7285.2756970971,7285.2756970971,7285.2756970971,7879.3470601013,8181.218231552999,8181.218231552999,8181.218231552999,8181.218231552999,9168.3243280232,9168.3243280226,9168.3243280226,9168.3243280226,9168.3243280226,10856.7841561014,9672.7416996837,9672.7416996837,9672.7416996837,9672.7416996837,120
20,5463.3337980755,4054.1261241363,4054.1261241363,4054.1261241363,4054.1261241363,5020.0049687493,5020.0049687493,5020.0049687493,5020.0049687493,5020.0049687493,5263.0770027109,5263.0770027079,5263.0770027079,5263.0770027079,5263.0770027079,5561.2208086501,5561.2208086498995,5561.2208086498995,5561.2208086498995,5561.2208086498995,3403.0023711838003,3403.0023711838003,3403.0023711838003,3403.0023711838003,3403.0023711838003,121
21,9406.8391382062,8674.2651768862,8788.607241713502,7937.827508884299,7937.8275088843,8253.3173813442,8909.1905527589,8909.1905527589,8909.1905527589,8909.1905527589,9964.8005815288,8821.559583545099,8821.559583545099,8821.559583545099,8821.559583545099,8291.1988544956,10211.3065486858,10211.3065486856,10211.3065486856,10211.3065486856,8611.4948777588,7143.2671875659,7143.2671875659,7143.2671875659,7143.2671875659,122
22,113.049863803,113.049863803,113.049863803,113.049863803,113.049863803,113.049863803,113.049863803,113.049863803,113.049863803,113.049863803,113.049863803,113.049863803,113.049863803,113.049863803,113.049863803,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,123
23,50457.2055565262,41493.9922367992,37936.1585427936,33456.8907606606,33461.1615890126,46686.205660045205,38996.4094503333,34260.3269386623,33009.4063077023,30393.2962850963,45655.3995307212,40105.58462675891,38849.4750807369,34462.8086269549,34462.808626954895,40157.5688394373,34274.52261252671,31669.1002084887,31669.1002084887,31669.1002084887,39517.2986303632,32965.648930008596,30036.6152132236,30036.6152132236,30036.6152132236,124
24,48827.749104063005,43326.421793933,42513.267162128,41030.918962527,37808.623492538994,56527.225780734705,50587.2181022007,36851.6018829217,36851.6018829217,36851.6018829217,60163.511788393706,49275.193146439706,49275.193146439706,49275.1931464397,49275.193146439706,57486.428399612996,42672.290405944994,42672.290405944994,42672.290405944994,42672.290405945,49311.118447002,46191.596842365,46191.596842365,46191.596842365,46191.596842365,126
25,110991.2638499596,82666.09594755809,84888.64438847631,75431.3453204714,68725.9244793483,89645.38229941358,71052.74952850639,72720.0156407356,64336.1546436863,65398.05828525829,90855.1999796987,74422.2653015666,76749.50769952232,63036.569934303305,63036.569934303305,101146.9576498426,103047.6843479916,81811.9406918136,81544.49287483061,81544.49287483061,95890.7410449226,72753.16651922901,74683.2217042771,74683.22170427711,74683.22170427711,127
26,76490.710701053,59105.262951885,57276.071556429495,52602.814781720495,48647.404745034,70451.32782282401,58404.395198602004,55377.2546453039,55323.5354110374,54206.02148826441,68499.1329543829,57944.7788666445,58823.1122343162,51836.99613784721,51803.6384710722,65877.38281964841,60664.074028606505,50938.0966731185,50774.1475593945,50774.1475593945,55408.65579715531,46528.1132312358,41476.2583314858,41476.2583314858,41476.2583314858,128
27,9421.3895250145,7768.665343148,8732.845401840501,7290.2525325395,7290.2525325395,8809.8949573715,7445.742050347,7445.742050347,7445.742050347,7445.742050347,9004.6438880055,7162.226314930001,7162.226314930001,7162.226314930001,7162.226314930001,6529.314698304001,6529.314698304001,6529.314698304001,6529.314698304001,6529.314698304001,1276.189995647,1276.189995647,1276.189995647,1276.189995647,1276.189995647,129
28,5320.716561846501,4215.3164838715,4215.3164838715,4215.3164838715,4215.3164838715,5473.9517275911,5473.9517275911,5473.9517275911,5473.9517275911,5473.9517275911,5354.2198972048,5354.219897204,5354.219897204,5354.219897204,5354.219897204,4574.838251615601,4574.8382516143,4574.8382516143,4574.8382516143,4574.8382516143,4822.5727795193,4822.5727795193,4822.5727795193,4822.5727795193,4822.5727795193,13
29,25145.783642936,25145.783642936,20660.512678386,22572.261160468,22572.261160468,12316.614585603002,14466.286184982999,12316.614585603,7270.911336248,7270.911336248,2137.7794776680003,2137.7794776680003,2137.7794776680003,2137.7794776680003,2137.7794776680003,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,130
30,21352.121752336203,19368.6197778232,18425.1984784612,16783.9504019945,14651.1032598882,20168.1709105894,17326.1442535244,15271.124877415401,15271.124877415401,15271.124877415401,20069.502449143998,16421.650991546998,16421.650991547,16421.650991546998,16421.650991546998,19095.114941133,16419.1137921,16419.1137921,16419.1137921,16419.113792099997,18782.001352837,17211.795707357,17211.795707357,17211.795707357,17211.795707357,131
31,44525.918627262,34698.7576093549,27802.769257182,28208.5197545609,29762.7059742879,34380.5133547179,27760.757320435197,22953.1421707352,22953.1421707352,22953.1421707352,33009.286012201,30288.9563817532,24641.3261592202,24641.326159220203,24641.326159220196,34030.3206827643,29268.5541182269,29268.554118226897,29268.5541182269,29268.5541182269,36946.380325044694,30551.9968200127,30551.9968200127,30551.996820012697,30551.996820012697,132
32,12478.929715798,9100.235788176999,9100.235788176999,9100.235788176999,9100.235788177,14161.777542060001,11107.578598527001,11107.578598527001,11107.578598527001,11107.578598527001,8627.739010865,8627.7390108644,8627.7390108644,8627.7390108644,8627.7390108644,12560.0197116038,12560.0197116032,12560.0197116032,12560.0197116032,12560.0197116032,9984.1906978038,9984.1906978038,9984.1906978038,9984.1906978038,9984.1906978038,134
33,12177.473673982,10738.7976769391,9919.6739149001,9919.6739149001,9919.6739149001,12010.147709972,9864.1218706772,9864.1218706772,9864.1218706772,9864.1218706772,11353.2949510356,11353.2949510356,11353.2949510356,11353.2949510356,11353.2949510356,10858.899990007,10858.899990007001,10858.899990007,10858.899990007001,10858.899990007001,12037.496030449,12037.496030449,12037.496030449001,12037.496030449001,12037.496030449001,137
34,12682.4782633847,11276.5126571097,11276.512657109699,11276.512657109699,11276.512657109699,21372.944438558,21372.944438554,21372.944438554,21372.944438554005,21372.944438554005,24010.836958801,24010.836958801,24010.836958801,24010.836958801,24010.836958801,34497.851956239,34497.851956239,34497.851956239,34497.851956239,34497.851956239,34179.977650518704,34179.977650518405,34179.977650518405,34179.977650518405,34179.977650518405,138
35,138.3542085692,138.3542085692,138.3542085692,138.3542085692,138.3542085692,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,139
