,customer,weight,round,length
0,"[173, 216, 129, 117, 118, 158, 233, 217, 26, 25, 144]","[1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 3]",0,4583.832884828
1,"[58, 25, 28, 51, 239, 123, 88, 130, 8, 172]","[1, 1, 2, 2, 3, 1, 2, 1, 1, 1]",1,6510.498860935
2,"[24, 122, 140, 83, 183, 218, 126, 18, 128, 131, 169, 190]","[2, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1]",2,7369.507414816001
3,"[30, 205, 29, 87, 7, 185]","[2, 2, 1, 5, 2, 3]",3,6138.873606268
4,"[189, 204, 192, 54, 19, 53, 20, 219, 213, 230, 229, 184, 138]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2]",4,7147.801888585
5,"[148, 110, 111, 155, 182, 165, 241, 95, 94, 93, 97, 159, 6, 206]","[1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]",5,8563.213023215001
6,"[4, 237, 163, 44, 94, 23, 147, 65, 70, 210, 154]","[1, 2, 2, 1, 1, 1, 1, 1, 2, 2, 1]",6,6899.0769995400005
7,"[162, 215, 89, 243, 246, 92, 181, 38]","[1, 4, 1, 1, 1, 2, 3, 2]",7,6757.984141899001
8,"[242, 253, 152, 149, 222, 86, 208, 75, 196, 197, 109, 91, 90, 161]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1]",8,7475.103879476999
9,"[37, 250, 115, 72, 57, 114, 202, 203, 11, 10, 248, 63, 221]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",9,7732.873642023
