,customer,weight,round,length
0,"[70, 6, 7, 39, 54, 55, 41, 42]","[2, 1, 1, 2, 1, 4, 1, 3]",0,4302.893209736
1,"[30, 34, 26, 25, 24, 59, 29, 11, 10]","[1, 2, 2, 1, 1, 5, 1, 1, 1]",0,2548.4970954625005
2,"[8, 56, 58, 0]","[7, 4, 1, 3]",0,4469.015718430999
3,"[47, 31, 15, 22, 16, 5, 35, 23, 18, 33]","[1, 3, 1, 1, 1, 3, 1, 1, 1, 2]",0,2684.8827358855006
4,"[68, 60, 61, 72, 71, 14, 13, 75, 12, 43, 65, 66, 67]","[1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1]",0,1949.4210937480002
5,[],[],1,0.0
6,[],[],1,0.0
7,"[20, 3, 74, 0]","[3, 1, 1, 1]",1,5513.033730989
8,[],[],1,0.0
9,[],[],1,0.0
