,BID
0,31617
1,31656
2,31732
3,31793
4,31944
5,31978
6,32088
7,32132
8,32200
9,32217
10,32256
11,32268
12,32337
13,32347
14,32406
15,32462
16,32469
17,32496
18,32551
19,32573
20,32575
21,32594
22,32618
23,32642
24,32665
25,32713
26,32763
27,32770
28,32783
29,32792
30,32793
31,32805
32,32816
33,32824
34,32840
35,32855
36,32871
37,32884
38,32890
39,32902
40,32924
41,32950
42,32953
43,32958
44,33020
45,33067
46,33079
47,33092
48,33094
49,33101
50,33110
51,33128
52,33131
53,33172
54,33181
55,33202
56,33205
57,33211
58,33224
59,33232
60,33260
61,33266
62,33289
63,33298
64,33309
65,33318
66,33324
67,33406
68,33438
69,33447
70,33466
71,33483
72,33484
73,33488
74,33519
75,33521
76,33528
77,33550
78,33552
79,33584
80,33590
81,33595
82,33599
83,33609
84,33612
85,33630
86,33634
87,33664
88,33671
89,33689
90,33697
91,33700
92,33738
93,33773
94,33792
95,33793
96,33795
97,33814
98,33830
99,33873
100,33877
101,33894
102,33915
103,33923
104,33956
105,33968
106,33984
107,34008
108,34064
109,34077
110,34085
111,34110
112,34140
113,34145
114,34177
115,34181
116,34212
117,34223
118,34235
119,34267
120,34272
121,34285
122,34295
123,34305
124,34308
125,34356
126,34365
127,34396
128,34413
129,34419
130,34425
131,34468
132,34484
133,34557
134,34584
135,34586
136,34589
137,34592
138,34702
139,34716
140,34787
141,34798
142,34871
143,34884
144,34900
145,34903
146,34975
147,35009
148,35052
149,35058
150,35084
151,35099
152,35163
153,35176
154,35183
155,35191
156,35194
157,35241
158,35246
159,35269
160,35270
161,35311
162,35319
163,35347
164,35360
165,35388
166,35416
167,35423
168,35436
169,35474
170,35529
171,35646
172,35694
173,35696
174,35790
175,35802
176,35898
177,35915
178,35943
179,35984
180,36001
181,36004
182,36016
183,36036
184,36041
185,36059
186,36074
187,36075
188,36105
189,36108
190,36120
191,36163
192,36171
193,36180
194,36245
195,36254
196,36269
197,36295
198,36334
199,36343
200,36405
201,36406
202,36813
