,CID
0,5142
1,11101
2,11231
3,11265
4,11266
5,11472
6,12482
7,12607
8,12608
9,17936
10,17938
11,17939
12,17940
13,17941
14,17942
15,17943
16,18110
17,18111
18,18112
19,18113
20,18114
21,18115
22,18274
23,18275
24,18276
25,18279
26,18280
27,18788
28,18789
29,18790
30,19188
31,19874
32,24964
33,24965
34,24966
35,25147
36,25148
37,25149
38,25150
39,25151
40,25671
41,26120
42,26375
43,26376
44,32233
45,32310
46,32311
47,32312
48,32313
49,32343
50,32344
51,32345
52,32346
53,32347
54,32348
55,32349
56,32470
57,32826
58,32827
59,32828
60,33646
61,33647
62,33648
63,33649
64,33650
65,33651
66,38084
67,38086
68,38091
69,38093
70,38094
71,38096
72,38124
73,38125
74,38126
75,39631
76,39632
77,39633
78,39634
79,39640
80,39641
81,39642
82,39643
83,39726
84,39727
85,39728
86,39729
87,39747
88,39748
89,39749
90,39779
91,40192
92,40193
93,40194
94,40195
95,40196
96,40197
97,40198
98,40199
99,40200
100,40663
101,41049
102,41159
103,47164
104,47351
105,47412
106,47413
107,47414
108,47415
109,47416
110,47420
111,47421
112,47586
113,47587
114,47588
115,48725
116,54182
117,54183
118,54184
119,54323
120,54324
121,54358
122,54359
123,54360
124,54361
125,54368
126,54369
127,54370
128,54371
129,55165
130,55754
131,55755
132,60407
133,60411
134,60412
135,60415
136,60416
137,60417
138,60699
139,61157
140,61327
141,61779
142,61780
143,61781
144,61782
145,61783
146,61784
147,61785
148,61814
149,61815
150,61816
151,61817
