,customer,weight,round,length
0,"[37, 38, 39, 13, 11, 91, 75, 74, 53]","[1, 1, 1, 3, 3, 2, 1, 1, 2]",0,2300.7742958237
1,"[94, 95, 84, 85, 89, 88, 87, 0]","[2, 1, 3, 1, 1, 4, 1, 2]",0,2617.5557501969997
2,"[42, 41, 102, 81, 48, 80, 73, 15, 35, 34]","[2, 2, 3, 1, 1, 1, 1, 2, 1, 1]",0,2222.5578590709997
3,"[55, 56, 99, 4, 46, 14, 6, 100, 97]","[3, 1, 1, 1, 1, 1, 3, 2, 2]",0,3142.6318344640003
4,"[57, 50, 29, 28, 93, 27, 25, 83]","[3, 1, 2, 1, 1, 2, 1, 4]",0,1997.2367501819997
5,"[48, 68, 69]","[1, 1, 1]",1,1403.597637772
6,"[58, 1, 64, 62, 18, 79, 32, 31, 3]","[1, 1, 5, 1, 2, 2, 1, 1, 1]",1,3433.3377304399996
7,[],[],1,0.0
8,[],[],1,0.0
9,[],[],1,0.0
