,CID
0,1552
1,1553
2,8974
3,8975
4,8976
5,8979
6,8980
7,8981
8,8982
9,8983
10,8988
11,8989
12,9010
13,9011
14,9012
15,9013
16,9014
17,9015
18,9016
19,11290
20,11291
21,11294
22,11295
23,11297
24,11298
25,11656
26,15791
27,18297
28,18479
29,18701
30,18702
31,22974
32,22975
33,22976
34,22977
35,22978
36,22979
37,22980
38,22981
39,22982
40,22983
41,22984
42,22985
43,22986
44,25506
45,25507
46,25508
47,29752
48,29753
49,29755
50,29756
51,29757
52,29758
53,29759
54,29760
55,32374
56,32704
57,37352
58,37353
59,37354
60,37355
61,37356
62,37357
63,37358
64,37359
65,37360
66,37361
67,39216
68,40107
69,44406
70,44407
71,44408
72,47443
73,47444
74,51815
75,51832
76,51833
77,54397
78,54398
79,54399
80,54400
81,54703
82,54704
83,54705
84,61067
