,BID
0,17006
1,17035
2,17077
3,17082
4,17111
5,17163
6,17220
7,17358
8,17398
9,17420
10,17477
11,17619
12,17711
13,17875
14,17925
15,18008
16,18119
17,18121
18,18127
19,18186
20,18202
21,18372
22,18466
23,18515
24,18551
25,18565
26,18568
27,18573
28,18588
29,18609
30,18616
31,18662
32,18674
33,18676
34,18677
35,18683
36,18687
37,18696
38,18710
39,18728
40,18747
41,18751
42,18772
43,18785
44,18790
45,18793
46,18794
47,18797
48,18832
49,18862
50,18879
51,18898
52,18933
53,18962
54,19065
55,19157
56,19231
57,19247
58,19467
59,19530
60,19557
61,19633
62,19664
63,19668
64,19686
65,19731
66,19733
67,19764
68,19801
69,19835
70,19871
71,20063
72,20171
73,20185
74,20213
75,20276
76,20300
77,20302
78,20304
79,20306
80,20311
81,20320
82,20323
83,20325
84,20334
85,20339
86,20343
87,20344
88,20351
89,20361
90,20395
91,20397
92,20402
93,20418
94,20419
95,20456
96,20533
97,20553
98,20578
99,20584
100,20593
101,20614
102,20627
103,20637
104,20644
105,20648
106,20660
107,20667
108,20676
