,BID
0,17228
1,17240
2,17255
3,17269
4,17290
5,17343
6,17443
7,17445
8,17450
9,17467
10,17487
11,17488
12,17491
13,17503
14,17547
15,17556
16,17571
17,17580
18,17591
19,17630
20,17662
21,17683
22,17693
23,17701
24,17719
25,17744
26,17749
27,17755
28,17769
29,17799
30,17817
31,17818
32,17827
33,17832
34,17838
35,17844
36,17865
37,17904
38,17910
39,17924
40,17926
41,17936
42,17973
43,17976
44,17984
45,17997
46,18006
47,18007
48,18011
49,18029
50,18033
51,18039
52,18042
53,18061
54,18064
55,18085
56,18092
57,18114
58,18125
59,18129
60,18131
61,18135
62,18141
63,18170
64,18172
65,18183
66,18188
67,18198
68,18200
69,18208
70,18222
71,18225
72,18227
73,18248
74,18251
75,18257
76,18259
77,18280
78,18281
79,18284
80,18285
81,18296
82,18324
83,18338
84,18341
85,18344
86,18356
87,18359
88,18370
89,18377
90,18385
91,18398
92,18399
93,18420
94,18426
95,18430
96,18432
97,18446
98,18456
99,18459
100,18462
101,18473
102,18485
103,18489
104,18491
105,18499
106,18501
107,18502
108,18508
109,18513
110,18526
111,18529
112,18537
113,18546
114,18560
115,18567
116,18571
117,18594
118,18598
119,18634
120,18636
121,18640
122,18648
123,18652
124,18684
125,18707
126,18729
127,18758
128,18768
129,18827
130,18852
131,18864
132,18941
133,19008
134,19032
135,19050
136,19066
