,CID
0,7343
1,7347
2,7349
3,7351
4,7354
5,10565
6,10566
7,10567
8,10568
9,10569
10,10571
11,10770
12,11334
13,17471
14,17472
15,17483
16,17484
17,17485
18,17486
19,17487
20,17488
21,17491
22,23698
23,23699
24,23700
25,23701
26,23702
27,23732
28,23753
29,23754
30,23755
31,23756
32,23757
33,24217
34,24230
35,24231
36,24232
37,24233
38,24242
39,24243
40,24244
41,24245
42,24246
43,24247
44,24248
45,24252
46,24253
47,24254
48,24953
49,24954
50,24955
51,26100
52,31673
53,31674
54,31675
55,31676
56,31677
57,31678
58,31679
59,31681
60,31682
61,31683
62,31684
63,31686
64,31687
65,33300
66,33302
67,37978
68,37986
69,37987
70,37988
71,37989
72,37990
73,37991
74,37992
75,37993
76,37994
77,39150
78,39151
79,39152
80,39153
81,39154
82,39155
83,39156
84,39157
85,39171
86,39172
87,39173
88,39174
89,39175
90,39176
91,39177
92,39178
93,39179
94,39886
95,46549
96,46550
97,46551
98,46552
99,46553
100,46554
101,46562
102,46563
103,46564
104,46565
105,46566
106,46567
107,46568
108,46569
109,46570
110,46571
111,46572
112,46573
113,46574
114,46575
115,46579
116,46580
117,46581
118,46582
119,46583
120,46584
121,46585
122,46593
123,46596
124,46597
125,46599
126,46600
127,46601
128,48225
129,48363
130,53605
131,53625
132,53626
133,53627
134,55259
135,60006
136,60007
137,60008
138,60009
139,60011
140,60012
141,60022
142,60024
143,60823
144,60824
145,61572
146,61595
