,customer,weight,round,length
0,"[36, 68, 94, 41, 85, 74, 106, 43, 5, 30, 95, 87]","[1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1]",0,3078.914018325
1,"[89, 67, 42, 88, 34, 75, 45, 26, 28, 118, 48, 27, 21]","[1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1]",0,2814.982225996
2,"[39, 9, 90, 37, 8, 4, 17, 66, 125, 107, 38, 35]","[1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1]",0,3047.248180312
3,"[70, 110, 29, 15, 73, 40, 52, 44, 117, 16, 76, 2, 69]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1]",0,3975.34904432
4,"[96, 80, 47, 116, 78, 59, 12, 105, 115, 92, 108, 114, 11, 7, 3]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,2691.3512030089996
5,"[109, 119, 57, 83, 81, 61, 60, 10, 103, 91, 112, 33, 104, 46, 56]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,3364.4441593250003
6,"[1, 100, 54, 55, 101, 13, 84, 0, 113, 98, 99, 77, 124]","[1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1]",1,4587.30744949
7,"[102, 122, 49, 20, 31, 32, 14, 22, 123, 62, 65, 53]","[1, 1, 2, 1, 1, 1, 2, 2, 1, 1, 1, 1]",1,3087.20643875
8,"[79, 18, 19, 86, 64]","[2, 1, 1, 2, 1]",2,961.200647561
9,"[50, 72, 24, 25, 6, 120, 126]","[1, 1, 2, 1, 1, 3, 1]",2,4536.43346725
10,[],[],2,0.0
11,"[121, 82, 97, 111, 71, 63, 51, 23, 58, 93]","[1, 1, 1, 1, 1, 1, 2, 1, 4, 1]",2,4598.36494147
