,BID
0,30117
1,30409
2,30610
3,30615
4,30643
5,30657
6,30662
7,30699
8,30728
9,30732
10,30858
11,30860
12,30868
13,30891
14,30896
15,30911
16,31013
17,31116
18,31168
19,31227
20,31235
21,31238
22,31416
23,31427
24,31428
25,31479
26,31533
27,31543
28,31586
29,31592
30,31599
31,31638
32,31653
33,31662
34,31713
35,31722
36,31726
37,31758
38,31769
39,31786
40,31818
41,31820
42,31885
43,31889
44,31943
45,31945
46,31950
47,31952
48,32000
49,32004
50,32020
51,32057
52,32066
53,32180
54,32238
55,32259
56,32297
57,32369
58,32521
