,CID
0,13743
1,13744
2,14361
3,14387
4,14388
5,20663
6,20664
7,27528
8,27529
9,27530
10,27531
11,27532
12,27533
13,27534
14,27535
15,27536
16,27537
17,27538
18,27539
19,27540
20,27541
21,27542
22,27543
23,28094
24,28095
25,28193
26,28194
27,28288
28,35031
29,35598
30,35650
31,35651
32,35733
33,42015
34,42016
35,42017
36,42021
37,42022
38,42023
39,42026
40,42027
41,42030
42,42032
43,42033
44,49656
45,49657
46,49658
47,49659
48,49660
49,49661
50,49792
51,49793
52,49794
53,49795
54,49797
55,49798
56,49799
57,50654
58,56754
59,57105
60,57106
61,57176
62,57317
63,62913
64,62914
65,62915
66,62916
67,62917
68,62918
69,62919
70,62920
71,62921
72,63454
73,63587
74,63588
75,63589
76,63590
77,63591
78,63592
79,63778
