,BID
0,22411
1,22598
2,22680
3,22721
4,23069
5,23078
6,23115
7,23182
8,23205
9,23265
10,23323
11,23334
12,23347
13,23367
14,23371
15,23399
16,23410
17,23449
18,23460
19,23492
20,23495
21,23563
22,23588
23,23599
24,23601
25,23619
26,23643
27,23648
28,23745
29,23749
30,23751
31,23763
32,23773
33,23775
34,23792
35,23797
36,23798
37,23810
38,23818
39,23833
40,23834
41,23850
42,23852
43,23856
44,23858
45,23871
46,23874
47,23878
48,23891
49,23895
50,23896
51,23901
52,23916
53,23918
54,23940
55,23944
56,24000
57,24027
58,24036
59,24040
60,24063
61,24068
62,24072
63,24073
64,24075
65,24103
66,24106
67,24120
68,24122
69,24129
70,24132
71,24154
72,24155
73,24161
74,24163
75,24216
76,24221
77,24249
78,24250
79,24269
80,24298
81,24300
82,24314
83,24348
84,24351
85,24359
86,24360
87,24397
88,24400
89,24412
90,24427
91,24439
92,24447
93,24475
94,24496
95,24513
96,24524
97,24532
98,24542
99,24547
100,24562
101,24571
102,24596
103,24600
104,24603
105,24616
106,24634
107,24639
108,24654
109,24655
110,24666
111,24674
112,24684
113,24686
114,24704
115,24734
116,24741
117,24745
118,24753
119,24772
120,24776
121,24780
122,24807
123,24810
124,24819
125,24852
126,24866
127,24867
128,24869
129,24878
130,24906
131,24941
132,24965
133,24990
134,24998
135,25061
136,25108
137,25120
138,25263
139,25283
140,25287
141,25344
142,25411
143,25521
